file_name,actual_transcription,pred_transcription,word_error_rate,character_error_rate
1249120_44220382_11789129.wav,I need a kind of cream wich make my muscles more relaxed,I need a kind of cream which make my muscles more relaxed.,0.1667,0.0357
1249120_44220382_11878893.wav,"Laceration, rupture or opening in the skin","Laceration, rupture or opening in the skin.",0.1429,0.0238
1249120_44220382_14046541.wav,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,The nerves were so damaged during the operation in my ankle that I cannot stand being touched on the scar.,0.05,0.0094
1249120_44220382_17940239.wav,I feel a pain in my back when I sit on a chair for long.,I feel a pain in my back when I sat on a chair for long.,0.0667,0.0179
1249120_44220382_18567582.wav,When I wake up I am feeling cold,"When I wake up, I am feeling cold.",0.25,0.0625
1249120_44220382_20998521.wav,I have an ear ache when showering,I have an ear ache when I'm showering.,0.2857,0.1515
1249120_44220382_23959561.wav,My infected wound caused a fever,My infected wound caused a fever.,0.1667,0.0312
1249120_44220382_25011036.wav,i have a pain in my elbow joint,I have a pain in my elbow joint.,0.25,0.0645
1249120_44220382_27243340.wav,severe pain in the upper left side of chest and may have pain to back,Severe pain in the upper left side of chest and may have pain to back.,0.1333,0.029
1249120_44220382_27478194.wav,When I lift my arms up I have a soreness in my shoulders,"When I lift my arms up, I have a soreness in my shoulders.",0.1538,0.0357
1249120_44220382_29085776.wav,"I feel a pain on the left side of my chest, where my heart is",I feel a pain on the left side of my chest where my heart is.,0.1333,0.0328
1249120_44220382_30498427.wav,my abdominal muscles have great pain since i was at GYM,My abdominal muscles have great pain since I was at gym.,0.2727,0.1091
1249120_44220382_30888646.wav,My stomach has been sore since yesterday.,My stomach has been sore since yesterday.,0.0,0.0
1249120_44220382_34322806.wav,"redness, swelling, and difficulty walking","Redness, swelling and difficulty walking.",0.6,0.0732
1249120_44220382_34886445.wav,I feel pain in my head with a vertigo,I feel pain in my head with a vertigo.,0.1111,0.027
1249120_44220382_41016711.wav,I have a back pain since I fell on the floor.,I have a back pain since I fell on the floor.,0.0,0.0
1249120_44220382_41432308.wav,I feel great pressure in my chest,I feel great pressure in my chest.,0.1429,0.0303
1249120_44220382_42961845.wav,my hand open wound got infected,"My hand, open wound got infected.",0.5,0.0968
1249120_44220382_45758718.wav,I feel a sharp pain in my stomach,I feel a sharp pain in my stomach.,0.125,0.0303
1249120_44220382_48462181.wav,I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding.,I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding.,0.0,0.0
1249120_44220382_50020297.wav,"I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down.","I used to be out of breath after going up a dozen of stairs, but now I struggle to breathe even when I sat down.",0.08,0.018
1249120_44220382_51018374.wav,My head hurts when I'm doing this.,My head hurts when I'm doing this.,0.0,0.0
1249120_44220382_51740266.wav,there is acne on my face,There is acne on my face.,0.3333,0.0833
1249120_44220382_52518266.wav,I have a problem in the expiration because i have abronchial asthma,I have a problem in the expiration because I have a bronchial asthma.,0.3333,0.0448
1249120_44220382_52686818.wav,I have cloudy eyes,I have cloudy eyes.,0.25,0.0556
1249120_44220382_56651795.wav,I have a lot of knee pain whenever I go running.,I have a lot of knee pain whenever I go running.,0.0,0.0
1249120_44220382_58288702.wav,I fell off my bike and since then I had hard  knee pain,I fell off my bike and since then I had hard knee pain.,0.0769,0.0364
1249120_44220382_60080281.wav,Why is my shoulder aching when I try to pick up the laundry?,Why is my shoulder aching when I try to pick up the laundry?,0.0,0.0
1249120_44220382_60801132.wav,when i extend my leg there is pain in knee joint,"When I extend my leg, there is pain in knee joint.",0.3636,0.0833
1249120_44220382_61938277.wav,When I played football I dislocated my shoulder,"When I played football, I dislocated my shoulder.",0.25,0.0426
1249120_44220382_62767071.wav,When I sneeze very hard I feel ear ache,When I sneeze very hard. I feel earache.,0.3333,0.0769
1249120_44220382_62940465.wav,It feels like someone stuck a knife into my shoulder,It feels like someone stuck a knife into my shoulder.,0.1,0.0192
1249120_44220382_63464751.wav,I feel like my heart is on fire.,I feel like my heart is on fire.,0.0,0.0
1249120_44220382_63850186.wav,I read a book for along time and when I finished reading I feel head ache,I read a book for a long time and when I finished reading I feel headache.,0.25,0.0411
1249120_44220382_64348737.wav,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.,I can't really jump on my left foot because my triple fracture of the ankle left me with never ending pains.,0.1,0.0093
1249120_44220382_64354562.wav,I feel joint pain every time I move,I feel joint pain every time I move.,0.125,0.0286
1249120_44220382_65422893.wav,I have a pain in my head,I have a pain in my head.,0.1429,0.0417
1249120_44220382_67921078.wav,I feel great pain in my feet after playing one of the sports games,I feel great pain in my feet after playing one of the sports games.,0.0714,0.0152
1249120_44220382_68372240.wav,there is a red stain in my skin,There is a red stain in my skin.,0.25,0.0645
1249120_44220382_68839138.wav,i have disterbance in my emotion,I have disturbance in my emotion.,0.5,0.0938
1249120_44220382_69001547.wav,stiffness inability to look right or left except by moving the whole body,"Stiffness and ability to look right or left, except by moving the whole body.",0.3846,0.0822
1249120_44220382_71387272.wav,i have muscle pain at my left leg.,I have muscle pain at my left leg.,0.125,0.0294
1249120_44220382_72437470.wav,I love to walk and be outside but the bottoms of my feet get sore so quickly.,"I love to walk and be outside, but the bottoms of my feet get sore so quickly.",0.0588,0.013
1249120_44220382_72530590.wav,My shoulder muscle hurts when I try to reach up.,My shoulder muscle hurts when I try to reach up.,0.0,0.0
1249120_44220382_72693363.wav,Anytime I play tennis I feel a shoulder pain,"Any time I play tennis, I feel a shoulder pain.",0.4444,0.0682
1249120_44220382_73167442.wav,When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me,"When get up, I found that I have a stomachache and I tried to take medicine but my stomach's still hurting me.",0.2609,0.0648
1249120_44220382_75303599.wav,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,0.0,0.0
1249120_44220382_75955065.wav,When I carry heavy things i feel like breaking my back,"When I carry heavy things, I feel like breaking my back.",0.2727,0.0556
1249120_44220382_76831590.wav,I feel like the room is spinning,I feel like the room is spinning.,0.1429,0.0312
1249120_44220382_77525606.wav,I tried to put my glasses to see more clear but cant find any change,I tried to put my glasses to see more clear but can't find any change.,0.1333,0.0294
1249120_44220382_79705872.wav,I have a pain internal,I have a pain internal.,0.2,0.0455
1249120_44220382_79734792.wav,There feels like a swollen knot at my shoulderblade with pain shooting from that,There feels like a swollen knot at my shoulder blade with pain showing from that.,0.2857,0.05
1249120_44220382_81232608.wav,There is so much pain when I move my arm.,There is so much pain when I move my arm.,0.0,0.0
1249120_44220382_81292221.wav,"I am always cold, even when I am wearing layers",I am always cold even when I am wearing layers.,0.2,0.0426
1249120_44220382_82052300.wav,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Had I stepped on a needle. It wouldn't have hurt so much like this damn spur in my heel.,0.2105,0.0556
1249120_44220382_82404119.wav,when i was washing my hair it was falling out heavily,"When I was washing my hair, it was falling out heavily.",0.3636,0.0755
1249120_44220382_83334524.wav,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.","There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.",0.0,0.0
1249120_44220382_83567201.wav,When I stand up too quickly I start to feel dizzy and light-headed,"When I stand up too quickly, I start to feel dizzy and lightheaded.",0.1538,0.0455
1249120_44220382_85329668.wav,"It's hard to stand up, and I'm moving very slowly",It's hard to stand up and I'm moving very slowly.,0.2,0.0408
1249120_44220382_85606050.wav,When my grand father died I felt a hard emotional pain,"When my grandfather died, I felt a hard emotional pain.",0.3636,0.0556
1249120_44220382_88604885.wav,I have this strange rash on my arm.,I have this strange rash on my arm.,0.0,0.0
1249120_44220382_92518551.wav,I feel pain when parting loved ones,I feel pain when parting loved ones.,0.1429,0.0286
1249120_44220382_93846550.wav,I have a neck pain when I sit in-front of my laptop.,I have a neck pain when I sit in front of my laptop.,0.1667,0.0192
1249120_44220382_94690679.wav,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,0.0,0.0
1249120_44220382_95370886.wav,"can't do any exercise, i feel weak",Can't do any exercise. I feel weak.,0.5714,0.1176
1249120_44220382_95472690.wav,My muscles in my lower back are aching.,My muscles in my lower back are aching.,0.0,0.0
1249120_44220382_96437900.wav,i can't see well,I can see. Well.,1.0,0.375
1249120_44220382_97217225.wav,My lower back hurts but it improves if I stretch it,My lower back hurts but it improves if I stretch it.,0.0909,0.0196
1249120_44220382_97754696.wav,I cannot breathe because of this dull ache below my left shoulder.,I cannot breathe because of this dull ache below my left shoulder.,0.0,0.0
1249120_44220382_98734293.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,0.0,0.0
1249120_44235678_103932475.wav,I have a sharp pain in my lower stomach.,I have a sharp pain in my lower stomach.,0.0,0.0
1249120_44235678_105750406.wav,Even though I'm an adult my face keeps breaking out in pimples.,"Even though I am an adult, my face keeps breaking out in pimples.",0.25,0.0476
1249120_44235678_13002551.wav,I have front head pain and when I get it the light bothers me.,"I have front head pain and when I get it, the light bothers me.",0.0714,0.0161
1249120_44235678_13910368.wav,"My hair is coming out in chunks, especially when I wash it","My hair is coming out in chunks, especially when I wash it.",0.0833,0.0172
1249120_44235678_21718488.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,I have a pain that radiates up from my right hip to my rib cage. It is at its worst when I urinate.,0.0435,0.0198
1249120_44235678_22937832.wav,"My head hurts and I lose the sensation in my face, then lose sight in my eye","My head hurts and I lost the sensation in my face, then lost sight in my eye.",0.1765,0.0395
1249120_44235678_30259629.wav,My skin is itchy and inflamed,My skin is itchy and inflamed.,0.1667,0.0345
1249120_44235678_30693047.wav,I'm having a hard time hearing.,I am having a hard time here.,0.5,0.1935
1249120_44235678_35080267.wav,I have a dull ache in  my lower back which makes it difficult to move,I have a dull ache in my lower back which makes it difficult to move.,0.0667,0.029
1249120_44235678_49221773.wav,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open","I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open.",0.0556,0.0116
1249120_44235678_54535805.wav,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.,"My ear hurts and it's worse when I swallow, my ear is very painful and Tylenol hasn't helped.",0.1111,0.0319
1249120_44235678_61143318.wav,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,I had a cut that was stitched together but it is not healing. It is oozing green pus and buns.,0.1,0.0309
1249120_44235678_62476079.wav,I have a powerful pain inside my neck,I have a powerful pain inside my neck.,0.125,0.027
1249120_44235678_65385937.wav,I knocked my foot and it really hurts.,I knocked by foot and it really hurts.,0.125,0.0263
1249120_44235678_76400301.wav,"I think there's something wrong with my wound, it does not seem to heal like it should.",I think there is something wrong with my wound. It doesn't seem to heal like it should.,0.3529,0.069
1249120_44235678_80508606.wav,When I stand up too quick my vision is blurry.,"When I stand up too quick, my vision is blurry.",0.1,0.0217
1249120_44235678_81459407.wav,When I eat sugar I notice my vision blurs.,"When I eat sugar, I notice my vision blurs.",0.1111,0.0238
1249120_44235678_85355864.wav,When I stand up too quickly I feel as though I'm going to faint.,"When I stand up too quickly, I feel as though I am going to faint.",0.2143,0.0469
1249120_44235678_87414469.wav,I have a sharp pain in my abdomen.,I have a sharp pain in my abdomen.,0.0,0.0
1249120_44235678_90041214.wav,I can hardly move my neck.  It hurts.,I can hardly move my neck. It hurts.,0.0,0.027
1249120_44235678_90292962.wav,My heart is beating fast and it scares me.,My heart is beating fine and it scares me.,0.1111,0.0714
1249120_44235678_90339410.wav,My sore looks like its not healing well.,My sore looks like it's not healing. Well.,0.375,0.075
1249120_44235678_93900687.wav,When I eat too much sugar my body gets weak and dizzy.,"When I eat too much sugar, my body gets weak and dies.",0.1667,0.0741
1249120_44235678_98666570.wav,My foot hurts and I can't turn it.  Maybe it's broken.,My foot hurts and I can't turn it. Maybe it's broken.,0.0,0.0185
1249120_44246595_10077677.wav,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.","The pain is intense, especially when I go down the stairs. It feels like something has snapped inside my knee.",0.15,0.0275
1249120_44246595_10393597.wav,The pain feels like it's right below the skin,Pain feels like it's right below the skin.,0.3333,0.1333
1249120_44246595_11477954.wav,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.,I have an earache that won't go away. I don't have a cold or headache or any other symptoms. Just an earache.,0.087,0.0268
1249120_44246595_12356944.wav,chronic disease of hair follicles and sebaceous glands.,Chronic disease of hair follicles and sebaceous glands.,0.125,0.0182
1249120_44246595_13494572.wav,Sometimes I feel like a claw on my chest that leaves me breathless.,Sometimes I feel like a clot on my chest that leaves me breathless.,0.0769,0.0299
1249120_44246595_14680847.wav,"My hair is falling without a reason, I can see a lot of hair on my working desk.",My hair is falling without a reason. I can see a lot of hair on my working desk.,0.0556,0.0125
1249120_44246595_18219512.wav,The knee feels like it rusted and I suddenly cannot bend it anymore.,The knee feels like it is rested and I suddenly cannot bend it anymore.,0.1538,0.0588
1249120_44246595_19400019.wav,I had a pain in my knee when I was swimming,I had a pain in my knee when I was swimming.,0.0909,0.0233
1249120_44246595_21583004.wav,I have internal pain whenever I come down with a cold.,I have internal pain whenever I come down with a cold.,0.0,0.0
1249120_44246595_23019203.wav,I had a collision while playing soccer.  My knee buckled and now it's unstable.,I had a collision while playing soccer. My knee buckled and now it's unstable.,0.0,0.0127
1249120_44246595_23729452.wav,"I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold.","I was diagnosed with B 12 deficiency anemia, which explains why I always felt cold.",0.2308,0.0361
1249120_44246595_25466020.wav,i feel pain in my body,I feel pain in my body.,0.3333,0.0909
1249120_44246595_25957473.wav,My body feels weak and i think that my face is fade and i can't sleep well,My body feels weak and I think that my face is fade and I can't sleep well.,0.1765,0.0405
1249120_44246595_26715904.wav,My neck hurts me and i can't stand with this pain,My neck hurts me and I can't stand with this pain.,0.1818,0.0408
1249120_44246595_26959468.wav,My heart hurts when I exercise,My heart hurts when I exercise.,0.1667,0.0333
1249120_44246595_27538143.wav,I feel a pain in my neck,I feel a pain in my neck.,0.1429,0.0417
1249120_44246595_28001300.wav,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,"I feel like I want, I went to an acupuncturist practice and had 100 needles in my shoulder.",0.25,0.1463
1249120_44246595_31879288.wav,When I think of my parents I feel pain,"When I think of my parents, I feel a pain.",0.3333,0.1053
1249120_44246595_34223800.wav,I get clusters of whiteheads and blackheads on my back.,I get clusters of white heads and blackheads on my back.,0.2,0.0182
1249120_44246595_34665713.wav,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,I had a cold the last time I traveled by plane and I still have a discomfort in my ears.,0.05,0.0112
1249120_44246595_34981278.wav,i have a great pain in my thorax from heart injury,I have a great pain in my thorax from heart injury.,0.1818,0.04
1249120_44246595_35641157.wav,I have a mental suffering,I have a mental suffering.,0.2,0.04
1249120_44246595_36064910.wav,my left side aches much,My left side aches much.,0.4,0.087
1249120_44246595_36089089.wav,using hair tonic,Using hair tonic.,0.6667,0.125
1249120_44246595_38852436.wav,My shoulder hurts me so much,My shoulder hurts me so much.,0.1667,0.0357
1249120_44246595_39161628.wav,When I play football I have muscle pain.,"When I play football, I have muscle pain.",0.125,0.025
1249120_44246595_39730117.wav,My knee is hurting so badly.,My knee is hurting so badly.,0.0,0.0
1249120_44246595_40204318.wav,There are some pimples on my face that bother me a lot,There are some pimples on my face that bother me a lot.,0.0833,0.0185
1249120_44246595_40637850.wav,There is pain in the muscles I do not know caused,"There is pain in the muscles, I do not know caused.",0.1818,0.0408
1249120_44246595_40811075.wav,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,"My husband has a spot on his lip that he thought was cold sore, but now it has broken open and leaks fluid all day.",0.08,0.0177
1249120_44246595_41594719.wav,i am having problems seeing things feel like a cloud on my eyes everything is blurry,"I am having problems seeing things, feel like a cloud on my eyes. Everything is blurry.",0.3125,0.0595
1249120_44246595_41995447.wav,The severe pain in the stomach I feel,The severe pain in the stomach I feel.,0.125,0.027
1249120_44246595_42990999.wav,There is this pain that radiates from my chest up to my left arm.,There's this pain that radiates from my chest up to my left arm.,0.1429,0.0308
1249120_44246595_43497809.wav,My ear ache when I'm listening to music.,My earache when I am listening to music.,0.5,0.075
1249120_44246595_46752969.wav,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,"I have cut my finger because of playing football and I had to apply pain relief cream, but it does not help.",0.1905,0.0588
1249120_44246595_47270208.wav,My back hurts me and i can't bend it or walk,My back hurts me and I can't bend it or walk.,0.1818,0.0455
1249120_44246595_48215657.wav,My ear hurts when I touch it.,My ear hurts when I touch it.,0.0,0.0
1249120_44246595_49630911.wav,My head hurts whenever I try to do something.,My head hurts whenever I try to do something.,0.0,0.0
1249120_44246595_51049878.wav,"I get tired too fast, I can barely put on my clothes in the morning.",I get tired too fast. I can barely put on my clothes in the morning.,0.0667,0.0147
1249120_44246595_53142700.wav,My knee hurts when I walk,My knee hurts when I walk.,0.1667,0.04
1249120_44246595_54009181.wav,I'm feeling nauseous,I'm feeling nauseous.,0.3333,0.05
1249120_44246595_56139659.wav,This long scar on my left buttock is from falling off my mountain bike.,This long scar on my left buttock is started falling off my mountain bike.,0.0714,0.0845
1249120_44246595_56897538.wav,I don't have problems taking in breath but out breath is so heavy,I don't have problems taking in breath but out breath is so heavy.,0.0769,0.0154
1249120_44246595_57907447.wav,My shower drain is full of hair every time.,My shower drink is full of hair every time.,0.1111,0.0465
1249120_44246595_60122298.wav,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,"Discomfort or pain that is felt at some point along the front of the body, between the neck and upper abdomen.",0.0952,0.0183
1249120_44246595_60134578.wav,I have a painful cramp in my feet,I have a painful cramp in my feet.,0.125,0.0303
1249120_44246595_60938320.wav,my ear hurts me badly,My ear hurts me badly.,0.4,0.0952
1249120_44246595_62065592.wav,"My left ear is ok, but the right one feels like it's being stabbed with a nail.","My left ear is ok, but the right one feels like it's being stabbed with a nail.",0.0,0.0
1249120_44246595_62158232.wav,"My stomach aches when I eat hot food, why?",My stomach aches when I eat hot food. Why?,0.2222,0.0476
1249120_44246595_62839015.wav,I feel a clicking sensation in my knee each time I step.,I feel a clicking sensation in my knee each time I step.,0.0,0.0
1249120_44246595_71250003.wav,i can't ride my car at night because i have blurry vision.,I can't ride my car at night because I have blurry vision.,0.1667,0.0345
1249120_44246595_71984487.wav,i'm injured i can't play sports,I'm injured. I can't play sports.,0.6667,0.129
1249120_44246595_72597543.wav,i feel pain in my neck,I feel pain in my neck.,0.3333,0.0909
1249120_44246595_72677345.wav,i have a pain in my trapes,I have a pain in my trapeze.,0.2857,0.1538
1249120_44246595_72846473.wav,My chest hurts when I smoke,My chest hurts when I smoke.,0.1667,0.037
1249120_44246595_73273010.wav,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye. I think it is pretty serious. Please help.,0.1333,0.0286
1249120_44246595_73301906.wav,I have a cut on my foot that became infected from using the showers at the gym.,I have a cut on my foot that became infected from using the showers at the gym.,0.0,0.0
