audio_clipping:confidence,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id,audio_clipping_no_clipping,background_noise_audible_no_noise,quiet_speaker_quiet_speaker,merged_prompt
0.6645,0.6581,3.33,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_88227448.wav&key=test_key_TISTK,1249120_44263136_88227448.wav,i cut my foot at the pool and it breaks open every day when i walk on it,Open wound,43755034,1,0,0,Wound and injury
1.0,1.0,3.33,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_89141475.wav&key=test_key_TISTK,1249120_44263136_89141475.wav,my heart hurts while im sad why,Heart hurts,40632132,1,0,0,Chest pain
1.0,1.0,3.33,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_93647784.wav&key=test_key_TISTK,1249120_44263136_93647784.wav,everything looks like beeing in a smoky area,Blurry vision,34987462,1,0,0,Sensory issues
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_104690533.wav&key=test_key_TISTK,1249120_44273314_104690533.wav,my body feels like its in a refrigerator,Feeling cold,44292353,1,0,0,Feeling cold/hot
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_106435928.wav&key=test_key_TISTK,1249120_44273314_106435928.wav,ive tried reading books but nothing can cheer me up,Emotional pain,44292353,1,0,0,Emotional and mental health
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_106442057.wav&key=test_key_TISTK,1249120_44273314_106442057.wav,sterilizer for the eye,Blurry vision,43555186,1,0,0,Sensory issues
1.0,0.6622,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_16049788.wav&key=test_key_TISTK,1249120_44273314_16049788.wav,my chest hurts when i go to take a breath,Hard to breath,43913997,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_24711015.wav&key=test_key_TISTK,1249120_44273314_24711015.wav,my heart hurts while im sad why,Heart hurts,40632132,1,0,0,Chest pain
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_25005396.wav&key=test_key_TISTK,1249120_44273314_25005396.wav,everything looks like beeing in a smoky area,Blurry vision,34987462,1,0,0,Sensory issues
1.0,0.6824,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_30937230.wav&key=test_key_TISTK,1249120_44273314_30937230.wav,i feel pain in the knee when walking,Knee pain,41918114,1,0,0,Leg and foot pain
1.0,0.6622,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_35569629.wav&key=test_key_TISTK,1249120_44273314_35569629.wav,i have a red rash that is itchy on my skin,Skin issue,42082009,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_38073414.wav&key=test_key_TISTK,1249120_44273314_38073414.wav,i feel like l fell in hot water,Skin issue,44118742,1,0,0,Hair and skin issues
1.0,0.6688,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_47748885.wav&key=test_key_TISTK,1249120_44273314_47748885.wav,my body feels weak although i eat a lot why,Body feels weak,40632132,1,0,0,General weakness
0.6723,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_69242491.wav&key=test_key_TISTK,1249120_44273314_69242491.wav,my body aches on the inside between my hips and shoulders,Internal pain,43755034,1,0,0,Internal pain
1.0,0.659,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_71015022.wav&key=test_key_TISTK,1249120_44273314_71015022.wav,my ankle joint throbs when i put pressure on my foot,Joint pain,38202325,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_71205285.wav&key=test_key_TISTK,1249120_44273314_71205285.wav,im not hearing well i have problem with my ear,Ear ache,44045955,1,0,0,Sensory issues
1.0,0.6862,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_72971747.wav&key=test_key_TISTK,1249120_44273314_72971747.wav,i feel emotionally crushed,Emotional pain,43730599,1,0,0,Emotional and mental health
1.0,1.0,3.33,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_91569607.wav&key=test_key_TISTK,1249120_44273314_91569607.wav,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,Muscle pain,43767396,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_104237668.wav&key=test_key_TISTK,1249120_44294866_104237668.wav,i have a pain in my head,Head ache,44045955,1,0,0,Headache
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_104430582.wav&key=test_key_TISTK,1249120_44294866_104430582.wav,i have a throbbing in my joints,Joint pain,44164300,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_104890103.wav&key=test_key_TISTK,1249120_44294866_104890103.wav,i have a hard muscle pain since i went to the gym,Muscle pain,44150058,1,0,0,Muscle and joint pain
1.0,1.0,3.33,0.7117,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_105332708.wav&key=test_key_TISTK,1249120_44294866_105332708.wav,i dont have full range of motion with my arms,Shoulder pain,43913997,1,0,0,Shoulder pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_106050928.wav&key=test_key_TISTK,1249120_44294866_106050928.wav,i was diagnosed with pneumonia i cant breath easily,Hard to breath,44063565,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_13068476.wav&key=test_key_TISTK,1249120_44294866_13068476.wav,the area around my heart doesnt feel good,Heart hurts,44292353,1,0,0,Chest pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_16718315.wav&key=test_key_TISTK,1249120_44294866_16718315.wav,i get a knee pain when i walk a lot,Knee pain,21665495,1,0,0,Leg and foot pain
0.6824,0.6622,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_19000724.wav&key=test_key_TISTK,1249120_44294866_19000724.wav,when i stand up too quickly i start to feel dizzy and lightheaded,Feeling dizzy,43838565,1,0,0,Dizziness and vertigo
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_21761084.wav&key=test_key_TISTK,1249120_44294866_21761084.wav,i got acne when i ate chili,Acne,21665495,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_29194304.wav&key=test_key_TISTK,1249120_44294866_29194304.wav,i usually have a bad cough when i get flu,Cough,43949040,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_30450066.wav&key=test_key_TISTK,1249120_44294866_30450066.wav,i have a neck pain when i sit infront of my laptop,Neck pain,40632132,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_37364395.wav&key=test_key_TISTK,1249120_44294866_37364395.wav,severe pain in the upper left side of chest and may have pain to back,Heart hurts,43868212,1,0,0,Chest pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_39510206.wav&key=test_key_TISTK,1249120_44294866_39510206.wav,i love to garden but i get a terrible twinge in my lower back when i lean over,Back pain,19638651,1,0,0,"Neck, back or spinal issues"
1.0,0.6588,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_43326442.wav&key=test_key_TISTK,1249120_44294866_43326442.wav,i have a pain in my elbow joint,Joint pain,43838565,1,0,0,Muscle and joint pain
1.0,0.6716,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_49687487.wav&key=test_key_TISTK,1249120_44294866_49687487.wav,i had an accident and my wound was open when i arrived to hospital,Open wound,43949040,1,0,0,Wound and injury
1.0,0.6731,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_52332577.wav&key=test_key_TISTK,1249120_44294866_52332577.wav,i dont do anything at home and still i feel exhausted,Body feels weak,44130352,1,0,0,General weakness
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_53713877.wav&key=test_key_TISTK,1249120_44294866_53713877.wav,i feel very hard to breathe,Hard to breath,43730599,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_56914981.wav&key=test_key_TISTK,1249120_44294866_56914981.wav,my lower back hurts but it improves if i stretch it,Muscle pain,44164300,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_57205296.wav&key=test_key_TISTK,1249120_44294866_57205296.wav,i feel a burning sensation in my guts about  hours after each meal,Stomach ache,40925305,1,0,0,Digestive issues
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_58377113.wav&key=test_key_TISTK,1249120_44294866_58377113.wav,sometimes when it is cold outside my face hurts especially around the pimples that are ready to pop,Acne,44130352,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_60643161.wav&key=test_key_TISTK,1249120_44294866_60643161.wav,i cant stand up or sit down i have a pain in my back that annoys me,Back pain,43318517,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_61770999.wav&key=test_key_TISTK,1249120_44294866_61770999.wav,when i move on my shoulder pain shoots down my arm,Shoulder pain,44164300,1,0,0,Shoulder pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_63568111.wav&key=test_key_TISTK,1249120_44294866_63568111.wav,i feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain,44150058,1,0,0,Shoulder pain
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_64368433.wav&key=test_key_TISTK,1249120_44294866_64368433.wav,i was travelling by ship and i feel dizzy,Feeling dizzy,44063565,1,0,0,Dizziness and vertigo
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_67568437.wav&key=test_key_TISTK,1249120_44294866_67568437.wav,my hair isnt well,Hair falling out,44124309,1,0,0,Hair and skin issues
1.0,0.6779,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_68130365.wav&key=test_key_TISTK,1249120_44294866_68130365.wav,i have a pain in my stomach,Internal pain,21665495,1,0,0,Internal pain
1.0,1.0,3.33,0.6485,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_74679338.wav&key=test_key_TISTK,1249120_44294866_74679338.wav,i have a great stomach ache and i cant eat any thing,Stomach ache,44150058,1,0,0,Digestive issues
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_89734541.wav&key=test_key_TISTK,1249120_44294866_89734541.wav,my entire body is freezing,Feeling cold,44292353,1,0,0,Feeling cold/hot
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_92792208.wav&key=test_key_TISTK,1249120_44294866_92792208.wav,when i stand up too quickly i start to feel dizzy and lightheaded,Feeling dizzy,44066678,1,0,0,Dizziness and vertigo
1.0,1.0,3.33,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_99659302.wav&key=test_key_TISTK,1249120_44294866_99659302.wav,i feel a soreness in my knees when i walk,Joint pain,43913997,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_10095808.wav&key=test_key_TISTK,1249120_44323331_10095808.wav,there is a sharp pain in my bicep,Muscle pain,43838565,1,0,0,Muscle and joint pain
1.0,0.6769,3.33,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_14650475.wav&key=test_key_TISTK,1249120_44323331_14650475.wav,i can hardly breathe,Hard to breath,44124309,1,0,0,Respiratory issue
1.0,0.6633,3.33,0.6633,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_23606264.wav&key=test_key_TISTK,1249120_44323331_23606264.wav,i toppled over while jumping to catch the ball,Injury from sports,34987462,1,0,0,Wound and injury
0.6709,0.6709,3.33,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_55722581.wav&key=test_key_TISTK,1249120_44323331_55722581.wav,when i wake up in the morning i feel a soreness in my body,Muscle pain,43913997,1,0,0,Muscle and joint pain
1.0,0.654,3.33,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_59191528.wav&key=test_key_TISTK,1249120_44323331_59191528.wav,i get an ear ache when it is cold,Ear ache,21665495,1,0,0,Sensory issues
1.0,0.6667,3.33,0.6736,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_63393498.wav&key=test_key_TISTK,1249120_44323331_63393498.wav,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache,44066678,1,0,0,Leg and foot pain
1.0,0.669,3.33,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_84030889.wav&key=test_key_TISTK,1249120_44323331_84030889.wav,i feel great pain in the head,Head ache,43730599,1,0,0,Headache
1.0,1.0,3.33,0.6668,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_94962408.wav&key=test_key_TISTK,1249120_44323331_94962408.wav,i feel pain in my throat,Cough,43730599,1,0,0,Respiratory issue
1.0,0.6714,3.33,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_95860925.wav&key=test_key_TISTK,1249120_44323331_95860925.wav,i made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,44118742,1,0,0,Digestive issues
1.0,1.0,3.33,1.0,44442354,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44442354_25790660.wav&key=test_key_TISTK,1249120_44442354_25790660.wav,i have a hair shortage,Hair falling out,44340112,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,44442354,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44442354_96518720.wav&key=test_key_TISTK,1249120_44442354_96518720.wav,i fell a stiffness in my elbows and shoulders,Joint pain,43913997,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,44442354,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44442354_97149231.wav&key=test_key_TISTK,1249120_44442354_97149231.wav,im suffering from sharp cough accompanied by  phlegm,Cough,44150058,1,0,0,Respiratory issue
1.0,0.6669,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_100443017.wav&key=test_key_TISTK,1249120_44259428_100443017.wav,there pain in my foot,Foot ache,44124309,1,0,0,Leg and foot pain
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_105662498.wav&key=test_key_TISTK,1249120_44259428_105662498.wav,i was playing basketball yesterday i have sprained ankle,Injury from sports,44063565,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_105786249.wav&key=test_key_TISTK,1249120_44259428_105786249.wav,i feel a burning sensation in my shoulder muscle,Muscle pain,38202325,1,0,0,Muscle and joint pain
1.0,0.6644,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_108477882.wav&key=test_key_TISTK,1249120_44259428_108477882.wav,my knees hurt so bad to walk that i stay sitting more than i should,Knee pain,43755034,1,0,0,Leg and foot pain
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_16757387.wav&key=test_key_TISTK,1249120_44259428_16757387.wav,i feel discomfort throughout the body in general,Body feels weak,44340112,1,0,0,General weakness
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_20551217.wav&key=test_key_TISTK,1249120_44259428_20551217.wav,i have difficulty moving my neck,Neck pain,44088126,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_25649773.wav&key=test_key_TISTK,1249120_44259428_25649773.wav,i cant breathe,Cough,43767396,1,0,0,Respiratory issue
1.0,0.6711,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_32632229.wav&key=test_key_TISTK,1249120_44259428_32632229.wav,i feel pain in my heart when i wake up,Heart hurts,21665495,1,0,0,Chest pain
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_34986999.wav&key=test_key_TISTK,1249120_44259428_34986999.wav,i get clusters of pimples on my face that never go away,Acne,43755034,1,0,0,Hair and skin issues
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_46472982.wav&key=test_key_TISTK,1249120_44259428_46472982.wav,my face break out badly every month around my cycle,Acne,43755034,1,0,0,Hair and skin issues
1.0,0.6608,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_52976378.wav&key=test_key_TISTK,1249120_44259428_52976378.wav,my back hurts so much i cant bend down to tie my shoelaces,Back pain,40925305,1,0,0,"Neck, back or spinal issues"
0.6763,0.6763,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_54532216.wav&key=test_key_TISTK,1249120_44259428_54532216.wav,i feel hurt lot of pain in my heart,Emotional pain,44088126,1,0,0,Emotional and mental health
0.6689,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_55288440.wav&key=test_key_TISTK,1249120_44259428_55288440.wav,my chest break out with red pimples and whiteheads,Acne,43755034,1,0,0,Hair and skin issues
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_56567581.wav&key=test_key_TISTK,1249120_44259428_56567581.wav,i was kicked in the head playing soccer last night,Injury from sports,44140394,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_57761508.wav&key=test_key_TISTK,1249120_44259428_57761508.wav,i cant sleep i have a hard cough,Cough,44045955,1,0,0,Respiratory issue
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_58709056.wav&key=test_key_TISTK,1249120_44259428_58709056.wav,when i do hard exercises i feel great pain in my muscles,Muscle pain,43949040,1,0,0,Muscle and joint pain
1.0,0.6667,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_65420088.wav&key=test_key_TISTK,1249120_44259428_65420088.wav,i feel pain when i think of her,Emotional pain,21665495,1,0,0,Emotional and mental health
1.0,0.66,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_67815432.wav&key=test_key_TISTK,1249120_44259428_67815432.wav,ive had this cough for two weeks,Cough,44140394,1,0,0,Respiratory issue
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_72249048.wav&key=test_key_TISTK,1249120_44259428_72249048.wav,i break out on my face very frequently,Acne,42082009,1,0,0,Hair and skin issues
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_76204403.wav&key=test_key_TISTK,1249120_44259428_76204403.wav,i feel increased heart rate with prick,Heart hurts,41918114,1,0,0,Chest pain
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_84461460.wav&key=test_key_TISTK,1249120_44259428_84461460.wav,whenever i stand up i feel dizzy,Feeling dizzy,38202325,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_87762932.wav&key=test_key_TISTK,1249120_44259428_87762932.wav,i have acne all over my face,Acne,21665495,1,0,0,Hair and skin issues
1.0,0.6644,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_88280001.wav&key=test_key_TISTK,1249120_44259428_88280001.wav,my kneecap feels like it is grating bone on bone when i walk,Knee pain,43755034,1,0,0,Leg and foot pain
1.0,0.6426,3.67,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_92199033.wav&key=test_key_TISTK,1249120_44259428_92199033.wav,i feel dizzy after doing a muscular effort,Feeling dizzy,43772689,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_100870435.wav&key=test_key_TISTK,1249120_44263136_100870435.wav,the joints in my fingers are painful in the morning,Joint pain,44140394,1,0,0,Muscle and joint pain
1.0,0.6644,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_101522822.wav&key=test_key_TISTK,1249120_44263136_101522822.wav,i have a pain in my muscle,Muscle pain,44045955,1,0,0,Muscle and joint pain
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_101812019.wav&key=test_key_TISTK,1249120_44263136_101812019.wav,i feel hurts in my heart,Heart hurts,44045955,1,0,0,Chest pain
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_106227417.wav&key=test_key_TISTK,1249120_44263136_106227417.wav,heart aches so much,Heart hurts,44088126,1,0,0,Chest pain
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_107636900.wav&key=test_key_TISTK,1249120_44263136_107636900.wav,i may have overdone it with the weightlifting because i am afraid i may have torn a muscle on my back,Injury from sports,44130352,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_11828866.wav&key=test_key_TISTK,1249120_44263136_11828866.wav,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,Muscle pain,43767396,1,0,0,Muscle and joint pain
1.0,0.653,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_13172477.wav&key=test_key_TISTK,1249120_44263136_13172477.wav,sometimes my body feels week without reason,Body feels weak,38687371,1,0,0,General weakness
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_20870238.wav&key=test_key_TISTK,1249120_44263136_20870238.wav,my body feels weak although i take my vitamins regularly,Body feels weak,40632132,1,0,0,General weakness
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_42090113.wav&key=test_key_TISTK,1249120_44263136_42090113.wav,there are times when i feel crushed under a huge weight and no air passing to my lungs it actually scares the hell out of me when it happens,Hard to breath,44130352,1,0,0,Respiratory issue
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_43213149.wav&key=test_key_TISTK,1249120_44263136_43213149.wav,having difficulty moving my knee,Knee pain,44088126,1,0,0,Leg and foot pain
1.0,0.6863,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_44160087.wav&key=test_key_TISTK,1249120_44263136_44160087.wav,i feel a sharp pain in the stomach after eating,Stomach ache,41918114,1,0,0,Digestive issues
1.0,0.6918,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_46878275.wav&key=test_key_TISTK,1249120_44263136_46878275.wav,im not hearing well i have problem with my ear,Ear ache,44045955,1,0,0,Sensory issues
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_49448724.wav&key=test_key_TISTK,1249120_44263136_49448724.wav,is there a cure for acne,Acne,43730599,1,0,0,Hair and skin issues
1.0,0.6578,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_51547342.wav&key=test_key_TISTK,1249120_44263136_51547342.wav,i feel emotionally crushed,Emotional pain,43730599,1,0,0,Emotional and mental health
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_52222173.wav&key=test_key_TISTK,1249120_44263136_52222173.wav,every time i make an effort i felt dizzy,Feeling dizzy,43772689,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_55671220.wav&key=test_key_TISTK,1249120_44263136_55671220.wav,i feel that is great pain in my left shoulder,Shoulder pain,43793610,1,0,0,Shoulder pain
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_57609608.wav&key=test_key_TISTK,1249120_44263136_57609608.wav,my body aches on the inside between my hips and shoulders,Internal pain,43755034,1,0,0,Internal pain
1.0,0.6552,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_59289865.wav&key=test_key_TISTK,1249120_44263136_59289865.wav,when im too high i start to feel dizzy,Feeling dizzy,38687371,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_68968933.wav&key=test_key_TISTK,1249120_44263136_68968933.wav,i used alot of pain killer to get better but i still feel the same back pain,Back pain,44118742,1,0,0,"Neck, back or spinal issues"
