audio_clipping:confidence,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id,audio_clipping_no_clipping,background_noise_audible_no_noise,quiet_speaker_quiet_speaker,merged_prompt
1.0,0.6712,3.33,1.0,33905644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_33905644_62459007.wav&key=test_key_TISTK,1249120_33905644_62459007.wav,something dark is there on my arm,Skin issue,13121046,1,0,0,Hair and skin issues
1.0,0.6569,3.33,1.0,33905644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_33905644_62744437.wav&key=test_key_TISTK,1249120_33905644_62744437.wav,when im driving my eyes see in double,Blurry vision,13121046,1,0,0,Sensory issues
1.0,0.6522,3.33,1.0,35154350,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35154350_67577535.wav&key=test_key_TISTK,1249120_35154350_67577535.wav,my upper back has been sore for a week,Back pain,44140394,1,0,0,"Neck, back or spinal issues"
1.0,0.6669,3.33,1.0,35170334,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35170334_17563404.wav&key=test_key_TISTK,1249120_35170334_17563404.wav,i have severe shoulder pain,Shoulder pain,43730599,1,0,0,Shoulder pain
1.0,0.634,3.33,1.0,35170334,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35170334_42277006.wav&key=test_key_TISTK,1249120_35170334_42277006.wav,i am worried how cold intolerant i am i am always shivering even out in the sun,Feeling cold,44130352,1,0,0,Feeling cold/hot
1.0,1.0,3.33,1.0,35197064,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35197064_16197616.wav&key=test_key_TISTK,1249120_35197064_16197616.wav,i have front head pain and when i get it the light bothers me,Head ache,1883056,1,0,0,Headache
1.0,1.0,3.33,1.0,35197064,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35197064_21327419.wav&key=test_key_TISTK,1249120_35197064_21327419.wav,i cut my hand a couple of weeks ago and even though i keep using an antibiotic cream its not getting better,Infected wound,19638651,1,0,0,Wound and injury
1.0,0.6877,3.33,1.0,35197064,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35197064_36919282.wav&key=test_key_TISTK,1249120_35197064_36919282.wav,i cant stop coughing,Cough,34987462,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,35197064,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35197064_58638496.wav&key=test_key_TISTK,1249120_35197064_58638496.wav,there is pain in my joints i can not bear pain,Joint pain,43730599,1,0,0,Muscle and joint pain
1.0,0.6565,3.33,1.0,35197064,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35197064_77726487.wav&key=test_key_TISTK,1249120_35197064_77726487.wav,i broke my ankle while doing rock climbing in the carpathians,Injury from sports,44130352,1,0,0,Wound and injury
1.0,1.0,3.33,1.0,35197064,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35197064_81266197.wav&key=test_key_TISTK,1249120_35197064_81266197.wav,im having a hard time hearing,Ear ache,1883056,1,0,0,Sensory issues
1.0,0.6597,3.33,1.0,35350617,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35350617_103723681.wav&key=test_key_TISTK,1249120_35350617_103723681.wav,i cant carry anything i have a pain in my shoulder,Shoulder pain,44045955,1,0,0,Shoulder pain
1.0,1.0,3.33,1.0,35350617,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35350617_14330882.wav&key=test_key_TISTK,1249120_35350617_14330882.wav,i feel a burning sensation in my shoulder muscle,Muscle pain,38202325,1,0,0,Muscle and joint pain
1.0,0.6457,3.33,1.0,35350617,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35350617_30206061.wav&key=test_key_TISTK,1249120_35350617_30206061.wav,i used to have acne when i was  years old,Acne,43949040,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,35350617,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35350617_54671464.wav&key=test_key_TISTK,1249120_35350617_54671464.wav,my face break out badly every month around my cycle,Acne,43755034,1,0,0,Hair and skin issues
1.0,0.6689,3.33,1.0,35350617,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35350617_58788803.wav&key=test_key_TISTK,1249120_35350617_58788803.wav,my knees hurt so bad to walk that i stay sitting more than i should,Knee pain,43755034,1,0,0,Leg and foot pain
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_10281343.wav&key=test_key_TISTK,1249120_35444693_10281343.wav,i may have overdone it with the weightlifting because i am afraid i may have torn a muscle on my back,Injury from sports,44130352,1,0,0,Wound and injury
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_108478482.wav&key=test_key_TISTK,1249120_35444693_108478482.wav,i had internal pain and gases when i ate indian spicy food yesterday,Internal pain,43949040,1,0,0,Internal pain
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_109120076.wav&key=test_key_TISTK,1249120_35444693_109120076.wav,i have found some issues in my skin and tried to use cream but it doesnt get better,Skin issue,43318517,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_11610684.wav&key=test_key_TISTK,1249120_35444693_11610684.wav,my child has cough all night she cant sleep,Cough,44063565,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_18239204.wav&key=test_key_TISTK,1249120_35444693_18239204.wav,in highschool i had a lot of acne,Acne,44246595,1,0,0,Hair and skin issues
1.0,0.6642,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_19502614.wav&key=test_key_TISTK,1249120_35444693_19502614.wav,my body feels weak although i eat a lot why,Body feels weak,40632132,1,0,0,General weakness
1.0,0.6689,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_22745756.wav&key=test_key_TISTK,1249120_35444693_22745756.wav,im very worried that ill go bald soon am i very sick,Hair falling out,40925305,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_25548768.wav&key=test_key_TISTK,1249120_35444693_25548768.wav,my foot is hurting so much,Foot ache,34987462,1,0,0,Leg and foot pain
1.0,0.666,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_35218570.wav&key=test_key_TISTK,1249120_35444693_35218570.wav,i feel a sharp pain in the stomach after eating,Stomach ache,41918114,1,0,0,Digestive issues
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_35732097.wav&key=test_key_TISTK,1249120_35444693_35732097.wav,i have a pain in my muscle,Muscle pain,44045955,1,0,0,Muscle and joint pain
1.0,0.653,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_38322265.wav&key=test_key_TISTK,1249120_35444693_38322265.wav,i always feel like i have menstrual pains even if i dont have my period,Internal pain,44130352,1,0,0,Internal pain
1.0,0.6598,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_41270809.wav&key=test_key_TISTK,1249120_35444693_41270809.wav,my body feels weak although i take my vitamins regularly,Body feels weak,40632132,1,0,0,General weakness
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_44077563.wav&key=test_key_TISTK,1249120_35444693_44077563.wav,i feel aching on my insides,Internal pain,43755034,1,0,0,Internal pain
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_59883186.wav&key=test_key_TISTK,1249120_35444693_59883186.wav,my shoulder aches when i try to lift five pounds,Shoulder pain,38202325,1,0,0,Shoulder pain
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_61506647.wav&key=test_key_TISTK,1249120_35444693_61506647.wav,my body aches on the inside between my hips and shoulders,Internal pain,43755034,1,0,0,Internal pain
1.0,0.658,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_84729096.wav&key=test_key_TISTK,1249120_35444693_84729096.wav,when im too high i start to feel dizzy,Feeling dizzy,38687371,1,0,0,Dizziness and vertigo
1.0,0.6667,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_86301645.wav&key=test_key_TISTK,1249120_35444693_86301645.wav,when i wake up in the morning i feel dizzy,Feeling dizzy,43838565,1,0,0,Dizziness and vertigo
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_91426713.wav&key=test_key_TISTK,1249120_35444693_91426713.wav,im not hearing well i have problem with my ear,Ear ache,44045955,1,0,0,Sensory issues
1.0,1.0,3.33,1.0,35444693,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35444693_91627043.wav&key=test_key_TISTK,1249120_35444693_91627043.wav,i feel hurts in my heart,Heart hurts,44045955,1,0,0,Chest pain
1.0,0.6621,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_108551418.wav&key=test_key_TISTK,1249120_35448024_108551418.wav,my child has cough all night she cant sleep,Cough,44063565,1,0,0,Respiratory issue
1.0,0.6638,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_15333481.wav&key=test_key_TISTK,1249120_35448024_15333481.wav,i feel pain inside and i can not identify it,Internal pain,41918114,1,0,0,Internal pain
1.0,1.0,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_26875744.wav&key=test_key_TISTK,1249120_35448024_26875744.wav,having difficulty moving my knee,Knee pain,44088126,1,0,0,Leg and foot pain
1.0,0.6397,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_32758102.wav&key=test_key_TISTK,1249120_35448024_32758102.wav,when i drink a lot i get a headache,Head ache,21665495,1,0,0,Headache
0.3472,0.6875,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_49697312.wav&key=test_key_TISTK,1249120_35448024_49697312.wav,i feel a sharp pain in the stomach after eating,Stomach ache,41918114,1,0,0,Digestive issues
0.6419,1.0,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_59152411.wav&key=test_key_TISTK,1249120_35448024_59152411.wav,i feel like ive always got something in my throat,Cough,44164300,1,0,0,Respiratory issue
1.0,0.6471,3.33,1.0,35448024,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35448024_67086226.wav&key=test_key_TISTK,1249120_35448024_67086226.wav,i feel sad,Emotional pain,44124309,1,0,0,Emotional and mental health
1.0,0.6602,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_27765636.wav&key=test_key_TISTK,1249120_36214391_27765636.wav,the last time i clipped my toenails i cut them too short and now i have an infected nail,Infected wound,44130352,1,0,0,Wound and injury
1.0,0.6573,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_32045902.wav&key=test_key_TISTK,1249120_36214391_32045902.wav,the knee feels like it rusted and i suddenly cannot bend it anymore,Knee pain,44130352,1,0,0,Leg and foot pain
1.0,0.6433,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_53617924.wav&key=test_key_TISTK,1249120_36214391_53617924.wav,i cant stand with this horrible feeling in my stomach,Stomach ache,44118742,1,0,0,Digestive issues
1.0,1.0,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_54308841.wav&key=test_key_TISTK,1249120_36214391_54308841.wav,there is pain in the muscles i do not know caused,Muscle pain,43730599,1,0,0,Muscle and joint pain
1.0,0.6738,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_57369240.wav&key=test_key_TISTK,1249120_36214391_57369240.wav,i suffered a deep wound in my hand and i can not stop the bleeding,Infected wound,41918114,1,0,0,Wound and injury
1.0,0.6622,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_75374839.wav&key=test_key_TISTK,1249120_36214391_75374839.wav,after playing football i have muscle pain with my both legs,Muscle pain,44063565,1,0,0,Muscle and joint pain
1.0,0.675,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_78596944.wav&key=test_key_TISTK,1249120_36214391_78596944.wav,my head ache since i woke up this morning,Head ache,40632132,1,0,0,Headache
1.0,0.6759,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_82689836.wav&key=test_key_TISTK,1249120_36214391_82689836.wav,i have a sharp pain and clicking sound in my ankle joint when i try to stand on it and walk,Joint pain,38202325,1,0,0,Muscle and joint pain
1.0,0.6554,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_86677919.wav&key=test_key_TISTK,1249120_36214391_86677919.wav,i feel pain in my body,Internal pain,43751808,1,0,0,Internal pain
1.0,1.0,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_87602663.wav&key=test_key_TISTK,1249120_36214391_87602663.wav,my shoulder hurts me so much,Shoulder pain,43985758,1,0,0,Shoulder pain
1.0,0.6923,3.33,1.0,36214391,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36214391_91295744.wav&key=test_key_TISTK,1249120_36214391_91295744.wav,when i eat i feel my stomach hurts,Stomach ache,44118742,1,0,0,Digestive issues
1.0,0.6644,3.33,1.0,36505751,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36505751_20826154.wav&key=test_key_TISTK,1249120_36505751_20826154.wav,all my body is in a bad case and i need a good treatment,Joint pain,44118742,1,0,0,Muscle and joint pain
1.0,0.6368,3.33,1.0,36505751,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36505751_64856797.wav&key=test_key_TISTK,1249120_36505751_64856797.wav,i have pain in my colon and my stomach like something cutting it,Stomach ache,44066678,1,0,0,Digestive issues
1.0,0.6658,3.33,1.0,36505751,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36505751_79571528.wav&key=test_key_TISTK,1249120_36505751_79571528.wav,i visited many doctors but they cant find the right treatment toget my hair back,Hair falling out,44118742,1,0,0,Hair and skin issues
1.0,0.6627,3.33,1.0,36929821,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36929821_107903314.wav&key=test_key_TISTK,1249120_36929821_107903314.wav,i have a cut that has become red and oozes puss,Infected wound,42082009,1,0,0,Wound and injury
1.0,0.7,3.33,1.0,36929821,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36929821_13462031.wav&key=test_key_TISTK,1249120_36929821_13462031.wav,my grandmother last year went to hospital because she was having a hard time breathing,Hard to breath,38687371,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,36929821,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36929821_60221169.wav&key=test_key_TISTK,1249120_36929821_60221169.wav,i was diagnosed with  bdeficiency anemia which explains why i always felt cold,Feeling cold,44130352,1,0,0,Feeling cold/hot
1.0,0.6596,3.33,1.0,38042052,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38042052_35030972.wav&key=test_key_TISTK,1249120_38042052_35030972.wav,i have a pain in my elbow joint,Joint pain,43838565,1,0,0,Muscle and joint pain
1.0,0.6567,3.33,1.0,38042052,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38042052_54313165.wav&key=test_key_TISTK,1249120_38042052_54313165.wav,fell skull is cracked like nuts,Head ache,43868212,1,0,0,Headache
1.0,1.0,3.33,1.0,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_31624408.wav&key=test_key_TISTK,1249120_38202325_31624408.wav,the severe pain in the stomach i feel,Stomach ache,43730599,1,0,0,Digestive issues
1.0,0.6678,3.33,1.0,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_33582422.wav&key=test_key_TISTK,1249120_38202325_33582422.wav,i have issue with my skin,Skin issue,44266645,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_18945661.wav&key=test_key_TISTK,1249120_38548574_18945661.wav,my stomach feels starts hurting but then it feels better after i eat something mild,Stomach ache,40925305,1,0,0,Digestive issues
0.6656,0.6656,3.33,0.6584,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_26992549.wav&key=test_key_TISTK,1249120_38548574_26992549.wav,i have a dry skin,Skin issue,44045955,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_31284267.wav&key=test_key_TISTK,1249120_38548574_31284267.wav,sometimes i cough because im a smoker,Cough,38687371,1,0,0,Respiratory issue
1.0,0.6667,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_34758667.wav&key=test_key_TISTK,1249120_38548574_34758667.wav,i have an ear ache that wont go away  i dont have a cold or headache or any other symptoms  just an earache,Ear ache,19638651,1,0,0,Sensory issues
1.0,0.6512,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_42308382.wav&key=test_key_TISTK,1249120_38548574_42308382.wav,im not good i feel dizzy,Feeling dizzy,44045955,1,0,0,Dizziness and vertigo
1.0,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_45659012.wav&key=test_key_TISTK,1249120_38548574_45659012.wav,i feel pain in my back,Back pain,44266645,1,0,0,"Neck, back or spinal issues"
0.6725,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_60480611.wav&key=test_key_TISTK,1249120_38548574_60480611.wav,i sliced myself deeply with a knife while i was cooking,Open wound,42082009,1,0,0,Wound and injury
0.6835,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_68778136.wav&key=test_key_TISTK,1249120_38548574_68778136.wav,my hair is falling when i am combing it,Hair falling out,40632132,1,0,0,Hair and skin issues
1.0,0.6625,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_80091393.wav&key=test_key_TISTK,1249120_38548574_80091393.wav,i had a collision while playing soccer  my knee buckled and now its unstable,Injury from sports,19638651,1,0,0,Wound and injury
1.0,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_85967140.wav&key=test_key_TISTK,1249120_38548574_85967140.wav,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen,Internal pain,44096379,1,0,0,Internal pain
1.0,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_89494706.wav&key=test_key_TISTK,1249120_38548574_89494706.wav,i have tried to make massage on my foot but they still pain me,Foot ache,43318517,1,0,0,Leg and foot pain
1.0,1.0,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_89834293.wav&key=test_key_TISTK,1249120_38548574_89834293.wav,my heart hurts me,Heart hurts,44266645,1,0,0,Chest pain
1.0,0.662,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_90886244.wav&key=test_key_TISTK,1249120_38548574_90886244.wav,my foot hurts me a lot of playing football,Foot ache,43730599,1,0,0,Leg and foot pain
0.6617,0.6617,3.33,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_93813972.wav&key=test_key_TISTK,1249120_38548574_93813972.wav,i have a great pain in my thorax from heart injury,Heart hurts,44066678,1,0,0,Chest pain
1.0,0.6855,3.33,0.6855,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_106879753.wav&key=test_key_TISTK,1249120_39142299_106879753.wav,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,Knee pain,14026697,1,0,0,Leg and foot pain
1.0,0.6689,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_11415018.wav&key=test_key_TISTK,1249120_39142299_11415018.wav,i have constant stomach pain and bloating,Internal pain,1883056,1,0,0,Internal pain
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_16419476.wav&key=test_key_TISTK,1249120_39142299_16419476.wav,i get chills and aches all over,Feeling cold,1883056,1,0,0,Feeling cold/hot
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_18873293.wav&key=test_key_TISTK,1249120_39142299_18873293.wav,mr hair is falling out just by combing it,Hair falling out,1883056,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_29450850.wav&key=test_key_TISTK,1249120_39142299_29450850.wav,i have some terrible problems when im breathing during the night,Cough,13121046,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_30741655.wav&key=test_key_TISTK,1249120_39142299_30741655.wav,my stomach feels full and upset  and bloating after big meals,Stomach ache,1883056,1,0,0,Digestive issues
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_34900468.wav&key=test_key_TISTK,1249120_39142299_34900468.wav,i hit my head at the basketball game  could i have a concussion,Injury from sports,1883056,1,0,0,Wound and injury
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_39608616.wav&key=test_key_TISTK,1249120_39142299_39608616.wav,my mind feels very sad as if it hurts  the way i feel in my head is awful and when i think about my breakup i cry with sadness,Emotional pain,11106820,1,0,0,Emotional and mental health
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_56962445.wav&key=test_key_TISTK,1249120_39142299_56962445.wav,there are lots of hairs on my pillow in the morning,Hair falling out,13121046,1,0,0,Hair and skin issues
1.0,0.6733,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_61375376.wav&key=test_key_TISTK,1249120_39142299_61375376.wav,i have a rash and it itches very bad,Skin issue,1883056,1,0,0,Hair and skin issues
1.0,0.6664,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_75788816.wav&key=test_key_TISTK,1249120_39142299_75788816.wav,i have a head pain every single day,Internal pain,1883056,1,0,0,Internal pain
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_77362808.wav&key=test_key_TISTK,1249120_39142299_77362808.wav,my heart feels like its going to explode,Heart hurts,1883056,1,0,0,Chest pain
1.0,0.69,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_77981524.wav&key=test_key_TISTK,1249120_39142299_77981524.wav,my shoulder hurts when i try to reach something above my head,Shoulder pain,19638651,1,0,0,Shoulder pain
1.0,0.6793,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_88581774.wav&key=test_key_TISTK,1249120_39142299_88581774.wav,i was very active in sports but now my body is feeling pain,Injury from sports,13121046,1,0,0,Wound and injury
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_88895126.wav&key=test_key_TISTK,1249120_39142299_88895126.wav,when i play sports  i have some burning sensation in my spine,Back pain,13121046,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_89637426.wav&key=test_key_TISTK,1249120_39142299_89637426.wav,every morning when i wake up my neck feels like i slept on in wrong,Muscle pain,19638651,1,0,0,Muscle and joint pain
1.0,0.6753,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_97149074.wav&key=test_key_TISTK,1249120_39142299_97149074.wav,ive been over my cold for weeks but still cough every day,Cough,19638651,1,0,0,Respiratory issue
1.0,1.0,3.33,1.0,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_98548008.wav&key=test_key_TISTK,1249120_39142299_98548008.wav,i cant hear out of my ear properly i feel like there is something in it causing irritation,Ear ache,14026697,1,0,0,Sensory issues
1.0,0.6512,3.33,1.0,39154234,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39154234_32283844.wav&key=test_key_TISTK,1249120_39154234_32283844.wav,i have pain in my chest that saddens me,Heart hurts,11106820,1,0,0,Chest pain
1.0,0.6512,3.33,1.0,39154234,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39154234_76980512.wav&key=test_key_TISTK,1249120_39154234_76980512.wav,my foot hurts and i cant turn it  maybe its broken,Foot ache,1883056,1,0,0,Leg and foot pain
1.0,1.0,3.33,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_100562097.wav&key=test_key_TISTK,1249120_39438102_100562097.wav,my ear ache when im listening to music,Ear ache,40632132,1,0,0,Sensory issues
1.0,1.0,3.33,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_108900897.wav&key=test_key_TISTK,1249120_39438102_108900897.wav,i get terrible headaches every few months and when i get them my vision is affected,Head ache,19638651,1,0,0,Headache
1.0,0.6667,3.33,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_15299939.wav&key=test_key_TISTK,1249120_39438102_15299939.wav,my shoulder muscle hurts when i try to reach up,Muscle pain,38202325,1,0,0,Muscle and joint pain
1.0,1.0,3.33,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_26795288.wav&key=test_key_TISTK,1249120_39438102_26795288.wav,my shower drain is full of hair every time,Hair falling out,40925305,1,0,0,Hair and skin issues
1.0,1.0,3.33,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_28634589.wav&key=test_key_TISTK,1249120_39438102_28634589.wav,i am having problems seeing things feel like a cloud on my eyes everything is blurry,Blurry vision,43930147,1,0,0,Sensory issues
1.0,1.0,3.33,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_33652887.wav&key=test_key_TISTK,1249120_39438102_33652887.wav,im feeling nauseous,Stomach ache,42082009,1,0,0,Digestive issues
