File,Transcription,Subset_Name
1249120_14353703_18344186.wav,{'text': ' I have a hard muscle pain since I went to the gym.'},subset
1249120_14353703_103620863.wav,{'text': ' I get a knee pain when I walk a lot.'},subset
1249120_13842059_80785413.wav,{'text': ' I have a mental suffering.'},subset
1249120_2171654_56118038.wav,{'text': ' I have a throbbing in my joints.'},subset
1249120_15004831_26452554.wav,{'text': ' I have a split on my thumb that will not heal.'},subset
1249120_6338946_35843727.wav,"{'text': "" I couldn't stop shaking or unclench my jaw. That's how cold I was.""}",subset
1249120_1853182_92248146.wav,"{'text': "" I'm not feeling good. I can't take my breath.""}",subset
1249120_6338946_31729024.wav,"{'text': "" I can't do anything. I feel a weak in my body.""}",subset
1249120_17632529_66524208.wav,"{'text': "" I can't see well.""}",subset
1249120_6338946_33732438.wav,{'text': ' I get breakouts on my chest with red patches that get more intense when I get hot.'},subset
1249120_15004831_21045225.wav,{'text': ' I have tried to make massage on my foot but they still pain me.'},subset
1249120_1853182_39620016.wav,{'text': ' I could not exercise because of my knee pain.'},subset
1249120_17632529_40628830.wav,{'text': ' His infected wound was beginning to rot.'},subset
1249120_17632529_22635091.wav,{'text': ' I feel pain in the lower back.'},subset
1249120_1853182_21608484.wav,{'text': ' My biceps started aching after I went to the gym.'},subset
1249120_17632529_18741252.wav,"{'text': "" I feel that it's hard to breathe for me, especially after running or making any effort.""}",subset
1249120_15004831_57497759.wav,"{'text': "" I don't know why I'm constantly sad.""}",subset
1249120_2171654_61725470.wav,{'text': ' My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.'},subset
1249120_15004831_103311186.wav,{'text': ' I feel depressed when I see my hair falling out.'},subset
1249120_6338946_102141965.wav,{'text': ' He was discovered to have an open wound.'},subset
1249120_15830408_20700304.wav,{'text': ' When I bend over I get a shooting pain down my back.'},subset
1249120_15004831_77275003.wav,{'text': ' My heart hurts when I exercise.'},subset
1249120_6338946_17006848.wav,{'text': ' I feel pain in my neck after waking up.'},subset
1249120_14353703_106042248.wav,{'text': ' I have an earache when I go to the pool.'},subset
1249120_1853182_31648376.wav,"{'text': ' Annoyance starts suddenly, often after an injury or exercise.'}",subset
1249120_6338946_106278244.wav,{'text': ' I suffered a deep wound in my hand and I cannot stop the bleeding.'},subset
1249120_1853182_20504574.wav,{'text': ' Feel like something is being jabbed into my joints.'},subset
1249120_13842059_24545917.wav,"{'text': "" I don't have problems taking in breath but out breath is so heavy.""}",subset
1249120_14353703_45425658.wav,{'text': ' I got acne when I ate chili.'},subset
1249120_6338946_35137575.wav,{'text': ' I feel a pain in my back.'},subset
1249120_15965551_44782675.wav,{'text': ' I have eruptions on my face that come and go.'},subset
1249120_17632529_17442112.wav,{'text': ' My acne gets worse when it is hot.'},subset
1249120_13842059_19016138.wav,{'text': ' When I move my shoulder it is like lightning is being sent through my shoulder.'},subset
1249120_2171654_61801014.wav,"{'text': ' I feel dizzy when I sit in front of my laptop for an hour or two, what possibly could be the reason.'}",subset
1249120_14353703_103040241.wav,{'text': ' I am having running nose.'},subset
1249120_13842059_55159061.wav,{'text': ' chronic bowel pain'},subset
1249120_15830408_30764038.wav,{'text': ' I feel muscle pain every time I make an extra effort.'},subset
1249120_13842059_95116374.wav,"{'text': "" I'm not good, I feel dizzy.""}",subset
1249120_6338946_63718750.wav,{'text': ' I noticed an important decrease in my vision when I tried to look at things up close.'},subset
1249120_1853182_83347773.wav,"{'text': "" I can't sleep because of cough.""}",subset
1249120_15965551_53555531.wav,{'text': ' My chest acne breaks out and never clears up.'},subset
1249120_15965551_64170568.wav,{'text': ' Fels skull is cracked like nuts'},subset
1249120_15004831_91499716.wav,{'text': ' I feel pain in my right shoulder after the tennis match.'},subset
1249120_17632529_18447121.wav,"{'text': "" My neck hurts me and I can't look down or up.""}",subset
1249120_17632529_57285505.wav,{'text': ' I usually have a bad cough when I get flu.'},subset
1249120_14353703_42327184.wav,{'text': ' I felt my heart hurts when I ran for a long distance.'},subset
1249120_15965551_64987640.wav,{'text': ' It is like having a needle pushing through my heart.'},subset
1249120_17632529_48151722.wav,{'text': ' I feel pain in my heart when I wake up.'},subset
1249120_13842059_17269028.wav,{'text': ' My left ear is okay but the right one feels like it is being stabbed with a nail.'},subset
1249120_1853182_41518759.wav,{'text': ' My kneecap feels like it is grating bone on bone when I walk.'},subset
1249120_6338946_30170052.wav,"{'text': "" I don't have the energy to do the things that I used to.""}",subset
1249120_13842059_90176324.wav,{'text': ' My heart hurts me'},subset
1249120_2171654_77229012.wav,"{'text': "" I'm disappointed.""}",subset
1249120_15830408_80692501.wav,{'text': ' I feel weak all over'},subset
1249120_2171654_21861362.wav,{'text': ' I have a headache every time I eat ice cream.'},subset
1249120_13842059_94785546.wav,{'text': ' There are some pimples on my face that bother me a lot.'},subset
1249120_2171654_29859521.wav,"{'text': "" Sometimes when it's cold outside, my face hurts, especially around the pimples that are ready to pop.""}",subset
1249120_1853182_59775853.wav,{'text': ' I feel pain when I think of her.'},subset
1249120_2171654_55752894.wav,"{'text': ' Every time I comb my hair, there are so many hair in my comb.'}",subset
1249120_15004831_76313457.wav,{'text': ' I feel lightheaded when I stand up.'},subset
1249120_1853182_72433040.wav,"{'text': "" I'm feeling cold though the temperature is high.""}",subset
1249120_15830408_29803997.wav,{'text': ' I have a pain in my stomach.'},subset
1249120_15004831_69878350.wav,{'text': ' Chronic disease of hair follicles and sebaceous glands.'},subset
1249120_1853182_16774392.wav,"{'text': "" I can't sleep, I have a hard cough.""}",subset
1249120_15004831_92499879.wav,{'text': ' I feel dizzy after doing a muscular effort.'},subset
1249120_15965551_75075551.wav,{'text': ' I have a throbbing in my joints.'},subset
1249120_6338946_90024404.wav,{'text': ' There must be something wrong with my blood circulation. I have to wear socks even on the hottest days. My toes are frozen.'},subset
1249120_15965551_98145234.wav,"{'text': "" My neck is annoying me, I can't sleep a little bit.""}",subset
1249120_15830408_69507749.wav,{'text': ' I feel a burning sensation in my guts about two hours after each meal.'},subset
1249120_6338946_88168612.wav,"{'text': ' I used a lot of painkiller to get better, but I still feel the same back pain.'}",subset
1249120_14353703_43184435.wav,{'text': ' When I bend over I get a shooting pain down my back.'},subset
1249120_1853182_104591849.wav,{'text': ' I have throbbing in my shoulder.'},subset
1249120_15965551_57015604.wav,{'text': ' I got acne when I ate chilli.'},subset
1249120_6338946_67908066.wav,{'text': ' I feel pain inside. I do not know what it is.'},subset
1249120_13842059_13041979.wav,{'text': ' My shoulder hurts me so much'},subset
1249120_2171654_56814700.wav,{'text': ' My entire body is freezing.'},subset
1249120_6338946_15712228.wav,"{'text': ' When I get up, I see my skin vague.'}",subset
1249120_13842059_11964685.wav,{'text': ' I feel suicidal.'},subset
1249120_15004831_91661588.wav,{'text': ' My neck feels stiff.'},subset
1249120_14353703_59179591.wav,{'text': ' I feel very hard to breathe.'},subset
1249120_13842059_104469105.wav,{'text': ' I have a painful cramp in my feet.'},subset
1249120_14353703_101806535.wav,{'text': ' I feel a great pain in my shoulder when I try to lift something heavy.'},subset
1249120_15004831_50312267.wav,"{'text': "" I can't get a girlfriend because of my acne.""}",subset
1249120_6338946_86403094.wav,{'text': ' I have a blurry vision after my head was hit yesterday.'},subset
1249120_1853182_11719913.wav,"{'text': "" I can't move my head up and down.""}",subset
1249120_13842059_98611758.wav,{'text': ' I feel a stiffness in my elbows and shoulders.'},subset
1249120_15004831_17179802.wav,{'text': ' using here a tonic.'},subset
1249120_15004831_56564278.wav,"{'text': "" It feels like I can't take a deep breath.""}",subset
1249120_15004831_108516031.wav,"{'text': ' When I do hard exercises, I feel great pain in my muscles.'}",subset
1249120_1853182_105717969.wav,"{'text': ' I feel cold, although we are in summer.'}",subset
1249120_15004831_64958100.wav,{'text': ' I feel a lot of pain in the joints.'},subset
1249120_1853182_58917703.wav,{'text': ' I have an open wound in my arm.'},subset
1249120_1853182_18541998.wav,{'text': ' Glass broken and wound my leg badly. The wound is so wide.'},subset
1249120_13842059_35254053.wav,{'text': ' My grandmother last year went to hospital because she was having a hard time breathing'},subset
1249120_13842059_34188483.wav,{'text': ' I was playing football and injured with joint pain.'},subset
1249120_1853182_97080563.wav,{'text': ' I feel very weak in my body.'},subset
1249120_15004831_53829738.wav,{'text': ' My skin is itching.'},subset
1249120_2171654_88200667.wav,{'text': ' I have shoulder pain when I try to carry my groceries.'},subset
1249120_17632529_62131809.wav,{'text': ' I have blurred vision.'},subset
1249120_17632529_49432935.wav,{'text': ' Heavy breath with fatigue.'},subset
1249120_1853182_68863089.wav,{'text': ' I have an internal pain I cannot describe.'},subset
1249120_15965551_65155573.wav,{'text': ' The warming system of my house is broken and feel so cold'},subset
1249120_6338946_15167470.wav,"{'text': "" I'm not feeling good. I get infection wound.""}",subset
1249120_2171654_50700157.wav,"{'text': "" My hair isn't well.""}",subset
1249120_15004831_42760211.wav,{'text': ' I have a pain in my joint.'},subset
1249120_15830408_57076220.wav,{'text': ' I got injured exercising.'},subset
1249120_2171654_99667288.wav,{'text': ' I feel a burning sensation in my guts about two hours after each meal.'},subset
1249120_1853182_107248900.wav,{'text': ' bone disease at the level of the doubles of the lower estromedates.'},subset
1249120_15004831_49995030.wav,{'text': ' I am not good. I feel dizzy.'},subset
1249120_14353703_80140056.wav,{'text': ' Yesterday I had a shoulder pain.'},subset
1249120_15965551_42589900.wav,"{'text': "" I'm disappointed.""}",subset
1249120_13842059_46594173.wav,"{'text': "" My neck hurts me and I can't stand with this pain.""}",subset
1249120_15004831_79309370.wav,{'text': ' I feel a burning sensation in my shoulder muscle.'},subset
1249120_2171654_72896212.wav,{'text': ' I started taking swimming lessons and I guess I swallowed too much water through my nose because this sinusitis is killing me now.'},subset
1249120_14353703_18316468.wav,{'text': ' I have eruptions on my face that come and go.'},subset
1249120_13842059_42630071.wav,{'text': ' My chest hurts when I smoke.'},subset
1249120_13842059_15629457.wav,{'text': ' I have a hair shortage.'},subset
1249120_15830408_20446817.wav,{'text': ' I feel my heart hurts when I run for a long distance.'},subset
1249120_17632529_46123338.wav,{'text': ' I feel cold although we are in summer.'},subset
1249120_13842059_46343929.wav,"{'text': "" I can't get a girlfriend because of my acne.""}",subset
1249120_6338946_75803650.wav,{'text': ' I feel pain in the knee.'},subset
1249120_15004831_33938813.wav,{'text': ' I was playing football and injured with joint pain.'},subset
1249120_14353703_23293673.wav,"{'text': "" I have a blurry vision and I can't see in the darkness. What is the reason, doctor?""}",subset
1249120_13842059_98325162.wav,{'text': ' I have cut my finger because of playing football and I apply pain relief cream but it does not help.'},subset
1249120_2171654_81550022.wav,"{'text': "" I don't do anything at home and still I feel exhausted.""}",subset
1249120_17632529_48764176.wav,{'text': ' My arm hurts when I stretch.'},subset
1249120_15004831_41941038.wav,{'text': ' My hair is falling without a reason. I can see a lot of hair on my working desk.'},subset
1249120_1853182_58078131.wav,"{'text': "" My back hurts so much I can't bend down to tie my shoelaces.""}",subset
1249120_15004831_17819347.wav,{'text': ' I sliced myself deeply with a knife while I was cooking.'},subset
1249120_13842059_19948105.wav,"{'text': "" I can't see the sign. I have a blurry vision.""}",subset
1249120_15004831_41074487.wav,{'text': ' I feel discomfort throughout the body in general.'},subset
1249120_13842059_18087389.wav,{'text': ' I am suffering from sharp cough accompanied by phlegm.'},subset
1249120_14353703_45949288.wav,{'text': ' I feel a burning sensation in my guts about two hours after each meal.'},subset
1249120_6338946_17384843.wav,{'text': ' I feel cold and chills even though my clothes are heavy.'},subset
1249120_13842059_82864672.wav,{'text': ' I have dry skin.'},subset
1249120_14353703_26349751.wav,"{'text': "" I feel something hurt me in taking breath and I can't take my breath.""}",subset
1249120_15004831_53007975.wav,"{'text': "" I can't carry anything. I have a pain in my shoulder.""}",subset
1249120_14353703_73504522.wav,{'text': ' I have a pain in my stomach.'},subset
1249120_17632529_50143584.wav,"{'text': ' Glass broken and wound my leg badly, the wound is so wide.'}",subset
1249120_15004831_53994437.wav,{'text': ' My upper back has been sore for a week.'},subset
1249120_2171654_71143170.wav,{'text': ' I have injured myself during the soccer match.'},subset
1249120_1853182_86923401.wav,{'text': ' My face break out badly every month around my cycle.'},subset
1249120_2171654_40843730.wav,{'text': ' The crushing sensation on my heart leaves me breathless.'},subset
1249120_14353703_13615707.wav,"{'text': "" Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop.""}",subset
1249120_15004831_102235056.wav,{'text': ' I feel a clicking sensation in my knee each time I step.'},subset
1249120_15004831_55550562.wav,"{'text': ' When I go to stand, my head starts swirling.'}",subset
1249120_17632529_42877586.wav,{'text': ' I have a cold and it makes me cough a lot'},subset
1249120_17632529_21215852.wav,{'text': ' My knees hurt so bad to walk that I stay sitting more than I should.'},subset
1249120_1853182_21950254.wav,{'text': ' I have a foot ache in winter or when it feels cold. Why?'},subset
1249120_6338946_93472974.wav,{'text': ' My back is hurting so much.'},subset
1249120_2171654_41417201.wav,{'text': ' I feel weak all over.'},subset
1249120_1853182_32862512.wav,"{'text': ' I traveled by plane a few days ago, and this time during landing my ears remained clogged and painful.'}",subset
1249120_15004831_107186195.wav,{'text': ' I complain a lot with my neck pain and I really need to be better.'},subset
1249120_6338946_73782556.wav,{'text': ' Hearing any loud sounds makes my ear aches.'},subset
1249120_15965551_65583273.wav,{'text': ' I got injured exercising.'},subset
1249120_2171654_89836131.wav,"{'text': "" The area around my heart doesn't feel good.""}",subset
1249120_17632529_34804800.wav,{'text': ' I have a dull ache in my head.'},subset
1249120_15004831_93458174.wav,{'text': ' My head gets dizzy when I try to get up.'},subset
1249120_13842059_33116980.wav,{'text': ' I have tried to make massage on my foot but they still pain me.'},subset
1249120_17632529_41977164.wav,{'text': ' I feel pain in my knee when I climb the stairs.'},subset
1249120_6338946_14129561.wav,"{'text': ' When I tried to take care of my hair, I found that it is falling out.'}",subset
1249120_14353703_100698095.wav,{'text': ' When I stand up too quickly I start to feel dizzy and lightheaded.'},subset
1249120_6338946_85634288.wav,"{'text': "" I wake up with a stiff neck every morning. Massage helps but then a couple of days later it's back again.""}",subset
1249120_14353703_106041220.wav,{'text': ' I was watching TV and suddenly have blurry vision'},subset
1249120_13842059_25244471.wav,{'text': ' My upper back has been sore for a week.'},subset
1249120_1853182_27666952.wav,{'text': ' I have blurred vision.'},subset
1249120_15004831_21919890.wav,{'text': ' I have cut my finger because of playing football and I have to apply pain relief cream but it does not help.'},subset
1249120_2171654_56112117.wav,"{'text': ' When I raise my hand, I feel pain in my shoulder.'}",subset
1249120_6338946_11265543.wav,"{'text': "" I just can't seem to get warm. Even when everyone around me is warm, I always feel cold.""}",subset
1249120_2171654_106871860.wav,"{'text': ' When I bend over, I get a shooting pain down my back.'}",subset
1249120_15965551_25492795.wav,"{'text': "" My hair isn't well.""}",subset
1249120_14353703_41394319.wav,"{'text': "" I'm disappointed.""}",subset
1249120_2171654_37539402.wav,{'text': ' I was traveling by ship and I feel dizzy.'},subset
1249120_13842059_21651846.wav,{'text': ' My hair is falling without a reason. I can see a lot of hair on my working dust.'},subset
1249120_2171654_53079046.wav,{'text': ' I feel a great pain in my shoulder when I try to lift something heavy.'},subset
1249120_13842059_73296559.wav,"{'text': ' When I get up, I feel dizzy and fall down.'}",subset
1249120_2171654_32465212.wav,{'text': ' I feel very hard to breathe.'},subset
1249120_6338946_25689186.wav,{'text': ' I had a pain in my knee when I was swimming.'},subset
1249120_1853182_38598866.wav,{'text': ' I feel pain in my knee when I climb the stairs.'},subset
1249120_17632529_59148406.wav,"{'text': "" I'm feeling cold though the temperature is high.""}",subset
1249120_15004831_58758228.wav,"{'text': "" I have an earache that won't go away. I don't have a cold or headache or any other symptoms. Just an earache.""}",subset
1249120_14353703_42564912.wav,{'text': ' I usually have a bad cough when I get flu.'},subset
1249120_15004831_109812806.wav,"{'text': "" I can't see the sign. I have a blurry vision.""}",subset
1249120_13842059_39489825.wav,{'text': ' He was discovered to have an open wound.'},subset
