File,Transcription,Subset_Name
1249120_44246595_12356944.wav,{'text': ' chronic disease of hair follicles and sebaceous glands.'},train
1249120_44246595_11477954.wav,"{'text': "" I have an earache that won't go away. I don't have a cold or headache or any other symptoms. Just an earache.""}",train
1249120_44235678_90339410.wav,"{'text': "" My soul looks like it's not healing well.""}",train
1249120_44235678_87414469.wav,{'text': ' I have a sharp pain in my abdomen.'},train
1249120_44235678_90292962.wav,{'text': ' My heart is beating fast and it scares me.'},train
1249120_44246595_19400019.wav,{'text': ' I had a pain in my knee when I was swimming.'},train
1249120_44246595_14680847.wav,{'text': ' My hair is falling without a reason. I can see a lot of hair on my working desk.'},train
1249120_44235678_90041214.wav,{'text': ' I can hardly move my neck. It hurts.'},train
1249120_44246595_18219512.wav,{'text': ' The knee feels like it is rested and I suddenly cannot bend it anymore.'},train
1249120_44246595_13494572.wav,{'text': ' Sometimes I feel like a claw on my chest that leaves me breathless.'},train
1249120_44246595_26959468.wav,{'text': ' My heart hurts when I exercise.'},train
1249120_44246595_23729452.wav,"{'text': ' I was diagnosed with B12 deficiency anemia, which explains why I always felt cold.'}",train
1249120_44246595_40204318.wav,{'text': ' There are some pimples on my face that bother me a lot.'},train
1249120_44246595_31879288.wav,"{'text': ' When I think of my parents, I feel pain.'}",train
1249120_44246595_36089089.wav,{'text': ' using Hair Tonic.'},train
1249120_44246595_40637850.wav,{'text': ' There is pain in the muscles. I do not know caused.'},train
1249120_44246595_28001300.wav,{'text': ' I feel like I went to an acupuncturist practice and had a hundred needles in my shoulder.'},train
1249120_44246595_39161628.wav,"{'text': ' When I play football, I have muscle pain.'}",train
1249120_44246595_25466020.wav,{'text': ' I feel pain in my body.'},train
1249120_44246595_38852436.wav,{'text': ' My shoulder hurts me so much.'},train
1249120_44246595_41594719.wav,"{'text': "" I'm having problems seeing things. Feel like a cloud in my eyes. Everything is blurry.""}",train
1249120_44246595_34981278.wav,{'text': ' I have a great pain in my thorax from heart injury.'},train
1249120_44246595_35641157.wav,{'text': ' I have a mental suffering.'},train
1249120_44246595_27538143.wav,{'text': ' I feel a pain in my neck.'},train
1249120_44246595_26715904.wav,"{'text': "" My neck hurts me and I can't stand with this pain.""}",train
1249120_44246595_34665713.wav,{'text': ' I had a cold the last time I traveled by plane and I still have a discomfort in my ears.'},train
1249120_44246595_40811075.wav,"{'text': ' My husband has a spot on his lip that he thought was cold sore, but now it has broken open and leaks fluid all day.'}",train
1249120_44246595_23019203.wav,"{'text': "" I had a collision while playing soccer. My knee buckled and now it's unstable.""}",train
1249120_44246595_36064910.wav,{'text': ' My left side aches much.'},train
1249120_44246595_39730117.wav,{'text': ' My knee is hurting so badly.'},train
1249120_44246595_25957473.wav,"{'text': "" My body feels weak and I think that my face is fade and I can't sleep well.""}",train
1249120_44246595_34223800.wav,{'text': ' I get clusters of whiteheads and blackheads on my back.'},train
1249120_44246595_41995447.wav,{'text': ' The severe pain in the stomach I feel.'},train
1249120_44246595_54009181.wav,"{'text': "" I'm feeling nauseous.""}",train
1249120_44246595_42990999.wav,"{'text': "" There's this pain that radiates from my chest up to my left arm.""}",train
1249120_44246595_56139659.wav,{'text': ' This long scar on my left buttock is from falling off my mountain bike.'},train
1249120_44246595_60134578.wav,{'text': ' I have a painful cramp in my feet.'},train
1249120_44246595_62158232.wav,{'text': ' My stomach aches when I eat hot food. Why?'},train
1249120_44246595_49630911.wav,{'text': ' My head hurts whenever I try to do something.'},train
1249120_44246595_60938320.wav,{'text': ' My ear hurts me badly.'},train
1249120_44246595_53142700.wav,{'text': ' My knee hurts when I walk.'},train
1249120_44246595_46752969.wav,{'text': ' I have cut my finger because of playing football and I had to apply pain relief cream but it does not help.'},train
1249120_44246595_62839015.wav,{'text': ' I feel a clicking sensation in my knee each time I step.'},train
1249120_44246595_56897538.wav,"{'text': "" I don't have problems taking in breath, but out-breath is so heavy.""}",train
1249120_44246595_48215657.wav,{'text': ' My ear hurts when I touch it.'},train
1249120_44246595_71984487.wav,"{'text': "" I'm injured. I can't play sports.""}",train
1249120_44246595_62065592.wav,"{'text': "" My left ear is okay, but the right one feels like it's being stabbed with a nail.""}",train
1249120_44246595_51049878.wav,{'text': ' I get tired too fast. I can barely put on my clothes in the morning.'},train
1249120_44246595_43497809.wav,{'text': ' My ear ache when I am listening to music.'},train
1249120_44246595_57907447.wav,{'text': ' My shower drain is full of hair every time.'},train
1249120_44246595_60122298.wav,{'text': ' discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.'},train
1249120_44246595_71250003.wav,"{'text': "" I can't ride my car at night because I have blurry vision.""}",train
1249120_44246595_47270208.wav,"{'text': "" My back hurts me and I can't bend it or walk.""}",train
1249120_44246595_72677345.wav,{'text': ' I have a paint in my trapeze.'},train
1249120_44246595_73301906.wav,{'text': ' I have a cut on my foot that became infected from using the showers at the gym.'},train
1249120_44246595_72597543.wav,{'text': ' I feel pain in my neck.'},train
1249120_44246595_73273010.wav,{'text': ' I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye. I think it is pretty serious. Please help!'},train
1249120_44246595_72846473.wav,{'text': ' My chest hurts when I smoke.'},train
1249120_44246595_89466082.wav,"{'text': "" I often get a stomach ache after I eat. I haven't been able to pinpoint which foods may be the trigger.""}",validate
1249120_44246595_101823153.wav,{'text': ' I feel pain in my right shoulder after the tennis match.'},validate
1249120_44246595_94621639.wav,{'text': ' I feel pain inside. I do not know what it is.'},validate
1249120_44246595_89680770.wav,"{'text': "" I don't have the energy to do the things that I used to.""}",validate
1249120_44246595_107248522.wav,{'text': ' I notice an important decrease in my vision when I try to look at things up close.'},validate
1249120_44246595_77258445.wav,{'text': ' I was playing soccer and I twisted my ankle.'},validate
1249120_44246595_99457284.wav,"{'text': ' When I eat, I feel my stomach hurts.'}",validate
1249120_44246595_85567147.wav,"{'text': ' When I get up, I see my skin vag.'}",validate
1249120_44246595_76562955.wav,{'text': ' When I go to stand my head starts swirling.'},validate
1249120_44246595_92310242.wav,{'text': ' I wake up at night feeling cold.'},validate
1249120_44246595_89098147.wav,"{'text': "" I don't know why I'm constantly sad.""}",validate
1249120_44246595_105657955.wav,{'text': ' I have a feeling like my whole body is complaining.'},validate
1249120_44246595_95208403.wav,"{'text': "" I can't stand this horrible feeling in my stomach.""}",validate
1249120_44246595_86895734.wav,{'text': ' Surgical wound infections.'},validate
1249120_44246595_95549576.wav,{'text': ' I have issue with my skin.'},validate
1249120_44246595_108705425.wav,"{'text': "" I have a foot ache although I don't walk a lot.""}",validate
1249120_44246595_92462780.wav,{'text': ' He was discovered to have an open wound.'},validate
1249120_44246595_95437414.wav,{'text': ' I feel shoulder pain at intervals of time.'},validate
1249120_44259428_55288440.wav,"{'text': ' My chest is very comfortable, my chest is very simple and my head is very comfortable.'}",validate
1249120_44259428_19293556.wav,"{'text': "" My business don't take action after I went to the gym.""}",validate
1249120_44259428_50949983.wav,{'text': ' I have an internal pain. I cannot describe.'},validate
1249120_44259428_19250068.wav,"{'text': "" I'm not feeling good. I can't take my breath.""}",validate
1249120_44259428_25649773.wav,"{'text': "" I can't breathe.""}",validate
1249120_44259428_45992221.wav,{'text': ' I feel pain in my stomach.'},validate
1249120_44259428_49203869.wav,{'text': ' I feel depressed when I see my hair falling out.'},validate
1249120_44259428_45195927.wav,{'text': ' I have problem in my shoulder'},validate
1249120_44259428_54532216.wav,{'text': ' I feel hard. There are pain in my head.'},validate
1249120_44259428_58709056.wav,"{'text': ' When I do hard exercises, I feel great pain in my muscles.'}",validate
1249120_44259428_100658896.wav,{'text': ' I have a legacy in my head.'},validate
1249120_44259428_56567581.wav,"{'text': ' I go straight in the head, price out of less than nine.'}",validate
1249120_44259428_34993210.wav,{'text': ' I feel very weak in my body.'},validate
1249120_44259428_100443017.wav,{'text': ' Their pain is my fault.'},validate
1249120_44259428_17428469.wav,{'text': ' I feel pain in my neck when I climb the stairs.'},validate
1249120_44259428_105662498.wav,{'text': ' I was playing basketball yesterday. I had a sprained ankle.'},validate
1249120_44259428_53172278.wav,{'text': ' I have a blurry vision since I woke up this morning. What could be the reason?'},validate
1249120_44259428_46472982.wav,"{'text': ' My favorite cup, badly, every now and then, around my side.'}",validate
1249120_44259428_39681967.wav,"{'text': "" Grounding uses of iron for lignite on St. Marys' Gland.""}",validate
1249120_44259428_67815432.wav,"{'text': "" I've had this cough for two weeks.""}",validate
1249120_44259428_56194683.wav,{'text': ' I have a driver'},validate
1249120_44259428_58867514.wav,"{'text': ' I talked about things, but I still feel the same skin problem.'}",validate
1249120_44259428_108477882.wav,"{'text': ' Many cars are back to grow. That is, they are eating more than I should.'}",validate
1249120_44259428_53848525.wav,{'text': ' I can move my head up and down.'},validate
1249120_44259428_38940948.wav,{'text': ' I think also we are in summer.'},validate
1249120_44259428_75102963.wav,"{'text': "" I cut my hand a couple of years ago and also I didn't think I needed to see it, it hasn't closed up.""}",validate
1249120_44259428_72865674.wav,{'text': ' My eyes fall when I stretch.'},validate
1249120_44259428_31222743.wav,"{'text': ' My body feels weak and I try to make it feel less, but it still feels tiny.'}",validate
1249120_44259428_72249048.wav,{'text': ' I break out on my face very frequently'},validate
1249120_44259428_59884279.wav,{'text': ' I have a blood vision during my swimming training in the pool. Why?'},validate
1249120_44259428_26033114.wav,{'text': ' His effective run was beginning to drop.'},validate
1249120_44259428_105786249.wav,{'text': ' I feel a burning sensation in my shoulder muscles.'},validate
1249120_44259428_108958575.wav,"{'text': "" I'm feeling cold. So I'm gonna finish high.""}",validate
1249120_44259428_65420088.wav,{'text': ' I feel pain when I think of her.'},validate
1249120_44259428_54344716.wav,{'text': ' I feel the heat of emotional pain as the local will make it free.'},validate
1249120_44259428_106881229.wav,"{'text': ' I go everywhere, but now I get tired of this after going only a short way.'}",validate
1249120_44259428_102515958.wav,"{'text': ' When I was young, I had an injury from a spore in my knee.'}",validate
1249120_44259428_16757387.wav,"{'text': ' I fit this cloth or drug oil, the body in general.'}",validate
1249120_44259428_108575544.wav,{'text': ' My next boost is...'},validate
1249120_44259428_71308387.wav,{'text': ' Any past running or thereafter an injury or exercise.'},validate
1249120_44259428_107932197.wav,"{'text': "" I can't update my net.""}",validate
1249120_44259428_36852781.wav,"{'text': "" I got a divorce last year and I just can't stop drawing on how to get revenge on my ex-husband.""}",validate
1249120_44259428_52976378.wav,"{'text': "" My back hurts so much. I can't bend down to thin my shoelace.""}",validate
1249120_44259428_54047497.wav,"{'text': "" I'm having a heart attack because the nerves are all fussy.""}",validate
1249120_44259428_103086666.wav,"{'text': "" I can't carry anything. I have a pain in my shoulder.""}",validate
1249120_44259428_52926868.wav,"{'text': ' Have a great week, everyone.'}",validate
1249120_44259428_32632229.wav,{'text': ' I feel pain in my hand when I wake up.'},validate
1249120_44259428_61618701.wav,{'text': ' My head gets messy when I try to get up.'},validate
1249120_44259428_17570271.wav,"{'text': ' I traveled by plane a few days ago, and this time getting landing my air-bomane, cloth and tennis shoes.'}",validate
1249120_44259428_107372342.wav,{'text': ' I feel headache.'},validate
1249120_44259428_46527054.wav,{'text': ' I have not click on my phone that will not heal'},validate
1249120_44259428_20551217.wav,{'text': ' I have difficulty moving my neck'},validate
1249120_44259428_57761508.wav,{'text': ' I came in peace. I have not had a cough.'},validate
1249120_44259428_51361064.wav,{'text': ' It is hard to breathe when I am in the underground metro station. Why?'},validate
1249120_44259428_50914735.wav,{'text': ' I feel like today going to stand up'},validate
1249120_44259428_34986999.wav,"{'text': "" I get crossed on the pimple on my face. That's another world-way.""}",validate
1249120_44259428_28102523.wav,{'text': ' I have an open wound in my arm.'},validate
1249120_44259428_91754229.wav,"{'text': "" Oh, my hair's falling. I think they can't, and I can't.""}",validate
1249120_44259428_88280001.wav,{'text': ' My kneecap feels like it is going down and down when I hold it.'},validate
1249120_44259428_90522474.wav,{'text': ' Chronic burn is at the level of the turbo of the lower SME-S.'},validate
1249120_44259428_77483299.wav,"{'text': ' I have a few days in winter, and when it will go, why?'}",validate
1249120_44259428_75809403.wav,{'text': ' I have a real issue'},validate
1249120_44263136_106922287.wav,{'text': ' I have a back pain since I turned 70 years old.'},validate
1249120_44263136_101522822.wav,{'text': ' I have a pain in my muscle.'},validate
1249120_44259428_96688403.wav,{'text': ' I have difficulty breathing in crowded places.'},validate
1249120_44263136_108585886.wav,"{'text': "" I've always been very active, but now I just don't have the strength or energy to go for even a short walk.""}",validate
1249120_44259428_82428785.wav,{'text': ' Glass bottle and one my leg matless. The one is so wide.'},validate
1249120_44259428_84387587.wav,"{'text': "" My neck hurts and I can't look down.""}",validate
1249120_44259428_84461460.wav,"{'text': ' Whenever I stand up, I feel this.'}",validate
1249120_44259428_87762932.wav,{'text': ' I have adnex all over my face.'},validate
1249120_44263136_107507771.wav,{'text': ' My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.'},validate
1249120_44263136_106766278.wav,{'text': ' I feel like I fell in the hot water.'},validate
1249120_44263136_103802215.wav,"{'text': "" My child has cough all night, she can't sleep.""}",validate
1249120_44259428_86445054.wav,{'text': ' My son has his leg bruised and it is swollen and the skin is grey and looks infected.'},validate
1249120_44263136_107482610.wav,{'text': ' I feel like something is squeezing my lungs.'},validate
1249120_44259428_83019694.wav,{'text': ' I feel pain in the lower back'},validate
1249120_44263136_106227417.wav,{'text': ' heart aches so much'},validate
1249120_44259428_92199033.wav,{'text': ' I feel good after doing a mouselage of'},validate
1249120_44259428_97884452.wav,{'text': ' I am pretty sure this is not very soft for my room.'},validate
1249120_44263136_100870435.wav,{'text': ' The joints in my fingers are painful in the morning'},validate
1249120_44263136_101812019.wav,{'text': ' I feel hurt in my heart.'},validate
1249120_44263136_107636900.wav,{'text': ' I may have overdone it with the weight lifting because I am afraid I may have torn a muscle on my back.'},validate
1249120_44259428_89970708.wav,{'text': ' I have a tepee in my neck.'},validate
1249120_44259428_76204403.wav,{'text': ' I feel this heart rate we pray.'},validate
1249120_44259428_95841310.wav,{'text': ' I could not exercise because of my head pain.'},validate
1249120_44263136_15762375.wav,"{'text': "" I always feel like I have menstrual pains even if I don't have my period.""}",validate
1249120_44263136_20870238.wav,"{'text': ' My body feels weak, although I take my vitamins regularly.'}",validate
1249120_44263136_31123906.wav,{'text': ' I get big patches of irritated pimples on my back and they hurt'},validate
1249120_44263136_34327747.wav,{'text': ' My hair always falls out and I have lost a lot of hair really.'},validate
1249120_44263136_27728779.wav,{'text': ' I have a heart pain in my stomach.'},validate
1249120_44263136_28094510.wav,"{'text': "" I couldn't stop shaking or unclench my jaw. That's how cold I was.""}",validate
1249120_44263136_31607750.wav,{'text': ' I feel aching on my insides.'},validate
1249120_44263136_11828866.wav,{'text': ' There is a sharp pain in my bicep. I have tried to apply an emery lip cream but it does not help.'},validate
1249120_44263136_26194304.wav,{'text': ' My foot have been aching since last Tuesday.'},validate
1249120_44263136_13172477.wav,{'text': ' Sometimes my body feels weak without reason.'},validate
1249120_44263136_18526428.wav,"{'text': ' In high school, I had a lot of acne.'}",validate
1249120_44263136_12662866.wav,{'text': ' I feel pain in the knee'},validate
1249120_44263136_22818184.wav,{'text': ' I have a red brush that is itching on my skin.'},validate
1249120_44263136_25998544.wav,{'text': ' I have paint like needles in my joints.'},validate
1249120_44263136_10880734.wav,{'text': ' I had internal pain and gasses when I ate Indian spicy food yesterday.'},validate
1249120_44263136_30518887.wav,{'text': ' Longitudinal burning line across back with heart-spiratory movements.'},validate
1249120_44263136_13332887.wav,{'text': ' My knee touches and hurts when I first stand up after seating.'},validate
1249120_44263136_13651055.wav,{'text': ' My ankle joints ropes when I put pressure on my foot.'},validate
1249120_44263136_36286570.wav,{'text': ' My neck has been sore since the accident.'},validate
1249120_44263136_41431969.wav,{'text': ' I have a headache almost every day.'},validate
1249120_44263136_58592964.wav,{'text': ' My chest hurts when I got to take a breath.'},validate
1249120_44263136_36341086.wav,{'text': ' I feel cold when night comes.'},validate
1249120_44263136_46878275.wav,"{'text': "" I'm not hearing well, I have a problem with my ear.""}",validate
1249120_44263136_42546148.wav,{'text': ' I feel pain inside and I cannot identify it.'},validate
1249120_44263136_55671220.wav,{'text': ' I feel that is great pain in my left shoulder'},validate
1249120_44263136_51547342.wav,{'text': ' I feel emotionally crushed.'},validate
1249120_44263136_57609608.wav,{'text': ' My body aches on the inside between my hips and shoulders.'},validate
1249120_44263136_42090113.wav,{'text': ' There are times when I feel crushed under a huge weight and no air passes through my lungs. It actually scares the hell out of me when it happens.'},validate
1249120_44263136_43213149.wav,{'text': ' having difficulty moving my knee.'},validate
1249120_44263136_49448724.wav,{'text': ' Is there a cure for acne?'},validate
1249120_44263136_44160087.wav,{'text': ' I feel a sharp pain in the stomach after eating'},validate
1249120_44263136_47696189.wav,{'text': ' The worst headache was during a hangover in my 20s. I sincerely thought I was going to die from brain inflammation.'},validate
1249120_44263136_49038863.wav,{'text': ' I have a Maygreen and a Tinted Candle but it does not help.'},validate
1249120_44263136_34906231.wav,{'text': ' I have severe dry cough.'},validate
1249120_44263136_51762834.wav,{'text': ' My back hurts a lot when I bend.'},validate
1249120_44263136_50406387.wav,{'text': ' I feel pain in the knee when walking.'},validate
1249120_44263136_52222173.wav,{'text': ' Every time I make an effort I felt dizzy.'},validate
1249120_44263136_82626452.wav,"{'text': ' I have a problem in my middle ear, maybe I have an infection.'}",validate
1249120_44263136_59289865.wav,"{'text': "" When I'm too high, I start to feel dizzy.""}",validate
1249120_44263136_87409253.wav,{'text': ' Star lives are for the eye.'},validate
1249120_44263136_81225662.wav,"{'text': "" I feel like I can hardly breathe unless I take what's in my lungs out.""}",validate
1249120_44263136_58938609.wav,"{'text': ' When I drink a lot, I get a headache.'}",validate
1249120_44263136_86205654.wav,{'text': ' My body feels weak although I eat a lot. Why?'},validate
1249120_44263136_70702677.wav,{'text': ' I feel a great pain in my shoulder joint and it does not go away.'},validate
1249120_44263136_87455428.wav,{'text': ' My ankle is hurting me.'},validate
1249120_44263136_82613525.wav,"{'text': "" I feel like I've always got something in my throat""}",validate
1249120_44263136_85067361.wav,{'text': ' My throat is so sore.'},validate
1249120_44263136_83669979.wav,{'text': ' I hardly have enough strength to get up.'},validate
1249120_44263136_63958069.wav,{'text': ' I feel pain in my back.'},validate
1249120_44263136_88227448.wav,{'text': ' I cut my foot at the pool and it breaks open every day when I walk in it.'},validate
1249120_44263136_78833554.wav,{'text': ' I feel sad.'},validate
1249120_44263136_79226700.wav,"{'text': "" I'm very worried that I'll go bald soon. Am I very sick?""}",validate
1249120_44263136_64809479.wav,{'text': ' My foot is hurting so much.'},validate
1249120_44263136_71092044.wav,"{'text': "" My body feels like it's in a refrigerator.""}",validate
1249120_44263136_68968933.wav,{'text': ' I used a lot of painkiller to get better but I still feel the same back pain.'},validate
1249120_44263136_78073786.wav,"{'text': ' My knee is swallowing, which indicates that I have an infected wound.'}",validate
1249120_44263136_77095387.wav,{'text': ' Have severe cold and cough.'},validate
1249120_44273314_103514863.wav,{'text': ' My body feels weak although I take my vitamins regularly.'},validate
1249120_44273314_109807607.wav,"{'text': "" I feel like I can hardly breathe unless I get what's in my lungs out.""}",validate
1249120_44273314_106442057.wav,{'text': ' Sterilizer for the eye'},validate
1249120_44273314_17246181.wav,{'text': ' My throat is so sore'},validate
1249120_44273314_18787091.wav,{'text': ' I have a back pain since I turned 17 years old.'},validate
1249120_44263136_89689013.wav,"{'text': "" I can't walk, my knee hurts me.""}",validate
1249120_44263136_94477614.wav,{'text': ' my shoulder aches when I try to lift five pounds.'},validate
1249120_44273314_107500628.wav,"{'text': "" I can't walk, my knee hurts me.""}",validate
1249120_44263136_92015834.wav,"{'text': ' When I wake up in the morning, I feel dizzy.'}",validate
1249120_44273314_104690533.wav,"{'text': "" My body feels like it's in a refrigerator.""}",validate
1249120_44263136_93647784.wav,{'text': ' Everything looks like being in a smoky area.'},validate
1249120_44273314_102521547.wav,{'text': ' The worst headache was during a hangover in my 20s. I sincerely thought I was going to die from brain inflammation.'},validate
1249120_44273314_16049788.wav,{'text': ' My chest hurts when I go to take a breath.'},validate
1249120_44263136_89141475.wav,"{'text': "" My heart hurts while I'm sad. What?""}",validate
1249120_44273314_16303816.wav,{'text': ' I have a problem in my middle ear made by infection.'},validate
1249120_44273314_21492329.wav,{'text': ' I have a pain in my muscle.'},validate
1249120_44263136_95817458.wav,"{'text': "" I can't walk well, I have an ache in my foot.""}",validate
1249120_44273314_13390025.wav,{'text': ' I feel pain inside and I cannot identify it.'},validate
1249120_44263136_93996655.wav,"{'text': "" I have found some issues with my skin and tried to use cream but it doesn't get better.""}",validate
1249120_44273314_106435928.wav,"{'text': "" I've tried reading books but nothing can cheer me up.""}",validate
1249120_44273314_56365443.wav,{'text': ' I have a rash on my skin.'},validate
1249120_44273314_59068162.wav,{'text': ' I have paint like needles in my joints.'},validate
1249120_44273314_38073414.wav,{'text': ' I feel like I fell in hot water.'},validate
1249120_44273314_40698632.wav,{'text': ' I feel a great amount of pressure on the sides of my neck.'},validate
1249120_44273314_28827187.wav,"{'text': "" My child has cough all night. She can't sleep.""}",validate
1249120_44273314_31545094.wav,{'text': ' The joints in my fingers are painful in the morning.'},validate
1249120_44273314_26783687.wav,{'text': ' My knee catches and hurts when I first stand up after sitting.'},validate
1249120_44273314_67775131.wav,{'text': ' My back hurts a lot when I bend.'},validate
1249120_44273314_57161236.wav,"{'text': "" I can't walk well. I have an ache in my foot.""}",validate
1249120_44273314_47748885.wav,{'text': ' My body feels weak although I eat a lot. Why?'},validate
1249120_44273314_32293213.wav,{'text': ' I feel that something is squeezing my lungs.'},validate
1249120_44273314_21942140.wav,"{'text': ' When I drink a lot, I get a headache.'}",validate
1249120_44273314_54417923.wav,"{'text': "" I'm very worried that I'll go bald soon. Am I very sick?""}",validate
1249120_44273314_31089974.wav,{'text': ' I feel cold when the night comes.'},validate
1249120_44273314_25005396.wav,{'text': ' Everything looks like being in a smoky area.'},validate
1249120_44273314_30937230.wav,{'text': ' I feel pain in the knee when walking.'},validate
1249120_44273314_35569629.wav,{'text': ' I have a red rash that is itchy on my skin.'},validate
1249120_44273314_47534753.wav,{'text': ' I cut my foot at the pool and it breaks open every day when I walk on it.'},validate
1249120_44273314_52748628.wav,{'text': ' I feel aching on my insides.'},validate
1249120_44273314_68456497.wav,{'text': ' I feel sad'},validate
1249120_44273314_45479897.wav,{'text': ' I feel hurt in my heart.'},validate
1249120_44273314_24711015.wav,"{'text': "" My heart hurts while I'm sad. Why?""}",validate
1249120_44273314_38687390.wav,"{'text': "" When I'm too high, I start to feel dizzy.""}",validate
1249120_44273314_45748543.wav,{'text': ' My joints feel swollen.'},validate
1249120_44273314_72971747.wav,{'text': ' I feel emotionally crushed.'},validate
1249120_44273314_71015022.wav,{'text': ' My ankle joint throbs when I put pressure on my foot.'},validate
1249120_44273314_76615195.wav,{'text': ' My shoulder aches when I try to lift 5 pounds.'},validate
1249120_44273314_69418683.wav,"{'text': "" I feel like I've always got something in my throat.""}",validate
1249120_44273314_91569607.wav,{'text': ' There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.'},validate
1249120_44273314_71205285.wav,"{'text': "" I'm not hearing well, I have problem with my ear.""}",validate
1249120_44273314_70276723.wav,{'text': ' I may have overdone it with the weight lifting because I am afraid I may have torn a muscle on my back.'},validate
1249120_44273314_76070691.wav,"{'text': "" I have a migraine and I took Panadol but it doesn't help.""}",validate
1249120_44273314_73290676.wav,{'text': ' My hair always falls out and I have lost a lot of hair lately.'},validate
1249120_44273314_69242491.wav,{'text': ' My body aches on the inside between my hips and shoulders.'},validate
1249120_44273314_87229465.wav,{'text': ' I feel a sharp pain in the stomach after eating.'},validate
1249120_44273314_77840631.wav,{'text': ' I wish this excruciating feeling of loss could go away.'},validate
1249120_44273314_94623228.wav,"{'text': ' When I wake up in the morning, I feel dizzy.'}",validate
1249120_44273314_84611968.wav,{'text': ' My neck has been sore since the accident.'},validate
1249120_44273314_84076771.wav,{'text': ' having difficulty moving my knee.'},validate
1249120_44273314_69108455.wav,{'text': ' Have severe cold and cough.'},validate
1249120_44273314_70741506.wav,{'text': ' I notice a lot more hair coming out than usual when I brush my hair.'},validate
1249120_44273314_75699317.wav,{'text': ' I have severe dry cough.'},validate
1249120_44273314_93618448.wav,{'text': ' I have a heart pain in my stomach.'},validate
1249120_44273314_96091387.wav,{'text': ' I feel that there is great pain in my left shoulder.'},validate
1249120_44292353_25313684.wav,{'text': ' Sometimes I feel like a claw on my chest that leaves me breathless.'},validate
1249120_44292353_40076348.wav,"{'text': "" Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop.""}",validate
1249120_44273314_96055783.wav,"{'text': "" My head is so heavy I can't think normally.""}",validate
1249120_44292353_67132028.wav,{'text': ' I feel weak all over.'},validate
1249120_44273314_95639193.wav,{'text': ' I hit the ground when trying to shoot a basketball.'},validate
1249120_44292353_47569087.wav,{'text': ' I feel I went to an acupuncturist practice and had a hundred needles in my shoulder.'},validate
1249120_44292353_69566092.wav,{'text': ' I love to garden but I get a terrible twinge in my lower back when I lean over.'},validate
1249120_44273314_98448714.wav,{'text': ' I feel sad like hurt or pain.'},validate
1249120_44292353_38765156.wav,{'text': ' I started taking swimming lessons and I guess I swallowed too much water through my nose because this sinusitis is killing me now.'},validate
1249120_44292353_25851801.wav,"{'text': ' When I stand up too quickly, I start to feel dizzy and lightheaded.'}",validate
1249120_44292353_71029438.wav,"{'text': "" My neck is annoying me. I can't sleep because of it.""}",validate
1249120_44273314_97771287.wav,{'text': ' My foot had been aching since last Tuesday.'},validate
1249120_44292353_62335378.wav,{'text': ' I have eruptions on my face that come and go.'},validate
1249120_44292353_23165570.wav,{'text': ' I feel my heart hurts when I ran for a long distance.'},validate
1249120_44292353_53318642.wav,{'text': ' My shower drain is full of hair every time.'},validate
1249120_44292353_70288448.wav,{'text': ' When I raise my hand I feel pain in my shoulder'},validate
1249120_44292353_31900996.wav,{'text': ' I have mental suffering.'},validate
1249120_44292353_53478447.wav,{'text': ' I have a painful cramp in my feet.'},validate
1249120_44292353_18156280.wav,{'text': ' I am having running nose.'},validate
1249120_44292353_107326859.wav,{'text': ' I feel dizzy when I step in front of my laptop for an hour or two. What possibly could be the reason?'},validate
1249120_44294866_102078306.wav,{'text': ' I showed him pain in my kneecap after working out.'},validate
1249120_44294866_105332708.wav,"{'text': "" I don't have full range of motion with my arms.""}",validate
1249120_44294866_104430582.wav,{'text': ' I have a throbbing in my joints.'},validate
1249120_44294866_102664880.wav,"{'text': "" I often gain sharp pain in my chest and I can't tell what I'm doing that might be triggering it.""}",validate
1249120_44292353_79362392.wav,{'text': ' I feel very hard to breathe.'},validate
1249120_44292353_83240359.wav,{'text': ' I was watching TV and suddenly have blurry vision.'},validate
1249120_44294866_106050928.wav,"{'text': "" I was diagnosed with pneumonia. I can't breathe easily.""}",validate
1249120_44292353_95216909.wav,{'text': ' I got injured exercising.'},validate
1249120_44294866_102554677.wav,{'text': ' They are frightening in my face and other problems in my derma like itching.'},validate
1249120_44294866_103485284.wav,"{'text': "" My daughter had her age brown 3D and it all it on openings of skin in one of her braoms that it's not puffy and easy.""}",validate
1249120_44292353_95558066.wav,"{'text': "" I have a great stomach ache and I can't eat anything.""}",validate
1249120_44294866_103743912.wav,{'text': ' Yesterday I had a shoulder pain.'},validate
1249120_44294866_104237668.wav,{'text': ' I have a pain in my head.'},validate
1249120_44294866_103812071.wav,{'text': ' I have a rake when I go to the pool'},validate
1249120_44294866_104890103.wav,{'text': ' I have a hurt muscle pain since I went to the gym.'},validate
1249120_44294866_37364395.wav,{'text': ' severe pain in the upper left side of chest and may have pain to back.'},validate
1249120_44294866_23003547.wav,{'text': ' I feel weak all over'},validate
1249120_44294866_14283535.wav,{'text': ' I start taking swim relation and I guess I swallow too much water from my nose because this sinusitis is killing me now.'},validate
