file_name,medical intent,phrase,label
1249120_43995026_71785846.wav,Abdominal Pain and Weakness,I have a sharp pain in my lower stomach.,0
1249120_43995026_78612516.wav,Abdominal Pain and Weakness,It feels like my heart is going to leap out of my body. It hurts.,0
1249120_43995026_81789483.wav,Respiratory and Ear Issues,I'm having a hard time hearing.,4
1249120_43995026_87616592.wav,Head and Neck Discomfort,When I eat sugar I notice my vision blurs.,2
1249120_43995026_87738245.wav,Head and Neck Discomfort,There is a tingling sensation in my neck.,2
1249120_43995026_88485499.wav,Wound Trauma,My sore isn't healing well and it's been like this for two weeks.,5
1249120_43995026_88493873.wav,Musculoskeletal Pain,There is pain in my joints. I can not bear pain,3
1249120_43995026_89278388.wav,Wound Trauma,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,5
1249120_44023395_101166629.wav,Musculoskeletal Pain,My right shoulder clicks when I move my arm.,3
1249120_44023395_108300558.wav,Head and Neck Discomfort,I feel great pain in the head,2
1249120_44023395_11319081.wav,Respiratory and Ear Issues,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",4
1249120_44023395_28316936.wav,Respiratory and Ear Issues,There is a constant tickle in my throat,4
1249120_44023395_38223771.wav,Dermatological Issues,"My skin color on my back is red, I don't know why.",1
1249120_44023395_43750228.wav,Abdominal Pain and Weakness,My muscles feel tired,0
1249120_44023395_90568116.wav,Head and Neck Discomfort,my head hurts me badly,2
1249120_44023395_96450927.wav,Dermatological Issues,I have a rash on my skin,1
1249120_44027675_103447992.wav,Head and Neck Discomfort,I feel like the world goes round and round,2
1249120_44027675_41630593.wav,Abdominal Pain and Weakness,I have general discomfort in my torso.,0
1249120_44027675_41693166.wav,Dermatological Issues,I've noticed my hair falling out a lot lately.,1
1249120_44027675_55262431.wav,Respiratory and Ear Issues,i have a very bad cough,4
1249120_44027675_69495898.wav,Wound Trauma,I toppled over while jumping to catch the ball.,5
1249120_44027675_81276027.wav,Wound Trauma,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,5
1249120_44027675_87724302.wav,Respiratory and Ear Issues,I feel pain in my ears with tinnitus,4
1249120_44027675_91622240.wav,Respiratory and Ear Issues,I feel pain in my throat,4
1249120_44027675_95447214.wav,Wound Trauma,My wound opened up again,5
1249120_44084500_70524284.wav,Musculoskeletal Pain,I get i joint pain when i try to bend my leg or my arm,3
1249120_44084500_81167164.wav,Dermatological Issues,My face is all broken out with pimples.,1
1249120_44088493_23045575.wav,Abdominal Pain and Weakness,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.",0
1249120_44088493_31134053.wav,Wound Trauma,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,5
1249120_44088493_39307149.wav,Dermatological Issues,there is a red stain in my skin,1
1249120_44088493_42444516.wav,Musculoskeletal Pain,I have a lot of knee pain whenever I go running.,3
1249120_44093303_28822636.wav,Wound Trauma,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,5
1249120_44093303_91623583.wav,Musculoskeletal Pain,"Annoyance starts suddenly, often after an injury or exercise.",3
1249120_44093303_92149226.wav,Abdominal Pain and Weakness,"i am feeling so dizzy, body is so fragile.",0
1249120_44093303_99283671.wav,Dermatological Issues,My chest break out with red pimples and whiteheads.,1
1249120_44093933_22765616.wav,Wound Trauma,I was very active in sports but now my body is feeling pain.,5
1249120_44093933_35904465.wav,Head and Neck Discomfort,When i'm awake in the morning I feel strange and have vertigo,2
1249120_44093933_39915148.wav,Respiratory and Ear Issues,I've been over my cold for weeks but still cough every day.,4
1249120_44093933_72463096.wav,Abdominal Pain and Weakness,After eating  I have burning sensation inside of me.,0
1249120_44101988_100684676.wav,Head and Neck Discomfort,Can't keep focus,2
1249120_44101988_108100269.wav,Dermatological Issues,A terrible fall in hair,1
1249120_44101988_15937000.wav,Wound Trauma,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,5
1249120_44101988_15966646.wav,Dermatological Issues,I visited many doctors but they can't find the right treatment toget my hair back,1
1249120_44101988_18470100.wav,Respiratory and Ear Issues,When I go to sleep I am feeling cold,4
1249120_44101988_20291114.wav,Musculoskeletal Pain,My right shoulder clicks when I move my arm.,3
1249120_44101988_20421521.wav,Musculoskeletal Pain,I have severe shoulder pain,3
1249120_44101988_23039167.wav,Wound Trauma,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",5
1249120_44101988_23912283.wav,Respiratory and Ear Issues,When I tried to answer the phine call I found that I can't hear the voice of the speaker,4
1249120_44101988_26958161.wav,Wound Trauma,I must see a doctor i have an open wound,5
1249120_44101988_38365242.wav,Dermatological Issues,Need to scratch my skin every minute,1
1249120_44101988_46422267.wav,Abdominal Pain and Weakness,"my cbc report indicate 10 hb, i feel tired of little work.",0
1249120_44101988_56672117.wav,Respiratory and Ear Issues,Every time I take a deep breath I start coughing,4
1249120_44101988_60223164.wav,Musculoskeletal Pain,I feel pain in my joint after an injury in the last football match I played.,3
1249120_44101988_61635386.wav,Abdominal Pain and Weakness,Stomach pain after drinking milk,0
1249120_44101988_66662394.wav,Head and Neck Discomfort,It's hard to see things,2
1249120_44101988_68907151.wav,Head and Neck Discomfort,I feel great pain in the head,2
1249120_44101988_69402170.wav,Abdominal Pain and Weakness,I had a sharp pain in my stomach,0
1249120_44101988_73361502.wav,Respiratory and Ear Issues,There is a sharp pain in my ear whenever I do this.,4
1249120_44101988_77039156.wav,Abdominal Pain and Weakness,I cannot bear this squeezing sensation I have in my chest.,0
1249120_44101988_79235312.wav,Wound Trauma,My wound opened up again,5
1249120_44101988_82484443.wav,Abdominal Pain and Weakness,I have pain in my colon and my stomach like something cutting it,0
1249120_44101988_84873792.wav,Dermatological Issues,I feel deep Tingling when I touch Acne followed by bad sensation,1
1249120_44101988_85145945.wav,Abdominal Pain and Weakness,I have an indigestion,0
1249120_44101988_86517694.wav,Respiratory and Ear Issues,i can't breath because of  Cough,4
1249120_44101988_89457051.wav,Dermatological Issues,I have dark spots on my skin,1
1249120_44101988_90738099.wav,Dermatological Issues,"I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits.",1
1249120_44101988_92401297.wav,Head and Neck Discomfort,I feel dizzy when i make sudden movements,2
1249120_44101988_98622927.wav,Wound Trauma,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,5
1249120_44111844_29731855.wav,Respiratory and Ear Issues,My ear is ringing.,4
1249120_44140394_103273156.wav,Respiratory and Ear Issues,"I cough a lot when I smell perfume, what is wrong with my lungs?",4
1249120_44140394_78670724.wav,Musculoskeletal Pain,My knee hurts when I play squash,3
1249120_44142156_52490251.wav,Musculoskeletal Pain,My shoulder hurts when I try to reach something above my head.,3
1249120_6338946_100858969.wav,Dermatological Issues,i have issue with my skin,1
1249120_6338946_102141965.wav,Wound Trauma,He was discovered to have an open wound.,5
1249120_6338946_90024404.wav,Respiratory and Ear Issues,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!",4
1249120_13842059_12420758.wav,Musculoskeletal Pain,I feel a sharp pain in my ankle joint when I stand.,3
1249120_13842059_28311301.wav,Respiratory and Ear Issues,Sometimes I cough because I'm a smoker,4
1249120_13842059_39081294.wav,Dermatological Issues,My hair is falling when I am combing it.,1
1249120_13842059_40335111.wav,Respiratory and Ear Issues,The pain in my ear is unbearable.,4
1249120_13842059_55159061.wav,Abdominal Pain and Weakness,Chronic bowel Pain,0
1249120_13842059_55866997.wav,Abdominal Pain and Weakness,"My stomach aches after I drink any soda drink, why?",0
1249120_13842059_57540056.wav,Musculoskeletal Pain,My knees ache on cold and rainy days.,3
1249120_13842059_72683703.wav,Respiratory and Ear Issues,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,4
1249120_13842059_75126953.wav,Dermatological Issues,My skin is itching.,1
1249120_13842059_92379589.wav,Wound Trauma,I feel pain in my right shoulder after the tennis match.,5
1249120_13842059_96006573.wav,Dermatological Issues,My shower drain is full of hair every time.,1
1249120_14054543_78596230.wav,Abdominal Pain and Weakness,I have a pain in my stomach,0
1249120_14353703_100698095.wav,Head and Neck Discomfort,When I stand up too quickly I start to feel dizzy and light-headed,2
1249120_14353703_101806535.wav,Musculoskeletal Pain,I feel a great pain in my shoulder when i try to lift something heavy,3
1249120_14353703_13615707.wav,Dermatological Issues,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",1
1249120_14353703_42327184.wav,Abdominal Pain and Weakness,I felt my heart hurts when I ran for along distance,0
1249120_14353703_87680860.wav,Musculoskeletal Pain,I don't have full range of motion with my arms,3
1249120_14353703_92298432.wav,Head and Neck Discomfort,My neck is annoying me I can't sleep bacause of it,2
1249120_15004831_100921051.wav,Abdominal Pain and Weakness,"My stomach aches after I drink any soda drink, why?",0
1249120_15004831_10233205.wav,Musculoskeletal Pain,"When I move my shoulder, it's like lightning is being sent through my shoulder",3
1249120_15004831_13536344.wav,Dermatological Issues,I have a hair shortage,1
1249120_15004831_23170013.wav,Head and Neck Discomfort,I feel a pain in my neck,2
1249120_15004831_35646374.wav,Respiratory and Ear Issues,I think my body temperature is very low.,4
1249120_15004831_42760211.wav,Musculoskeletal Pain,I have a pain in my joint,3
1249120_15004831_50312267.wav,Dermatological Issues,I can't get a girlfriend because of my acne.,1
1249120_15004831_55550562.wav,Head and Neck Discomfort,"When I go to stand, my head starts swirling",2
1249120_15004831_60887727.wav,Wound Trauma,I was kicked in the head playing soccer last night.,5
1249120_15004831_72078546.wav,Musculoskeletal Pain,Chronic bone disease at the level of the doubles of the lower Estremidades,3
1249120_15004831_85268007.wav,Dermatological Issues,I have pimples in patches along with a lot of redness on my face.,1
1249120_15830408_100458275.wav,Dermatological Issues,I have acne in my face and other problema in my derma like itching,1
1249120_15830408_33860008.wav,Dermatological Issues,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",1
1249120_15965551_20749336.wav,Head and Neck Discomfort,I have blurry vision after I used a wrong medicine.,2
1249120_15965551_35401223.wav,Abdominal Pain and Weakness,I have terrible pain in my heart,0
1249120_15965551_67804099.wav,Musculoskeletal Pain,I get a knee pain when I walk a lot,3
1249120_15965551_85311616.wav,Wound Trauma,i have injured myself during the soccer match,5
1249120_15965551_98145234.wav,Head and Neck Discomfort,My neck is annoying me I can't sleep bacause of it,2
1249120_17632529_101388437.wav,Musculoskeletal Pain,My shoulder muscle hurts when I try to reach up.,3
1249120_17632529_106002905.wav,Head and Neck Discomfort,"I have a blurry vision during my swimming training in the pool, why?",2
1249120_17632529_20430895.wav,Abdominal Pain and Weakness,I have a pain in my stomach,0
1249120_17632529_21215852.wav,Musculoskeletal Pain,My knees hurt so bad to walk that I stay sitting more than I should.,3
1249120_17632529_28040077.wav,Musculoskeletal Pain,I do not feel better in my muscles,3
1249120_17632529_40628830.wav,Wound Trauma,His infected wound was beginning to rot.,5
1249120_17632529_47778782.wav,Dermatological Issues,I used to have acne when I was 15 years old,1
1249120_17632529_50143584.wav,Wound Trauma,glass broken and wound my leg badly the wound is so wide,5
1249120_17632529_66524208.wav,Head and Neck Discomfort,i can't see well,2
1249120_17632529_72258077.wav,Musculoskeletal Pain,I have a throbbing in my joints,3
1249120_17632529_79689615.wav,Dermatological Issues,I hate my acne.,1
1249120_17632529_91656799.wav,Wound Trauma,My back got injured while i was lifting at the gym,5
1249120_17632529_96969863.wav,Musculoskeletal Pain,I feel a great pain in my shoulder when i try to lift something heavy,3
1249120_17632529_98635389.wav,Respiratory and Ear Issues,I'm not feeling good I can't take my breath,4
1249120_18172663_21113669.wav,Musculoskeletal Pain,I had alot of exercise yesterday so i feel sharp muscle pains,3
1249120_18172663_29753229.wav,Abdominal Pain and Weakness,I cannot breathe because of this dull ache below my left shoulder.,0
1249120_18172663_51661758.wav,Musculoskeletal Pain,My knees swell right below the knee cap and hurt when I put weight on them.,3
1249120_18172663_52232764.wav,Dermatological Issues,when i was washing my hair it was falling out heavily,1
1249120_18172663_58938998.wav,Musculoskeletal Pain,My muscles in my lower back are aching.,3
1249120_18386513_81960877.wav,Wound Trauma,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,5
1249120_1853182_104591849.wav,Musculoskeletal Pain,I have throbing in my shoulder,3
1249120_1853182_87966641.wav,Wound Trauma,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,5
1249120_19425875_35754120.wav,Head and Neck Discomfort,fell skull is cracked like nuts,2
1249120_19425875_81814829.wav,Respiratory and Ear Issues,"i was diagnosed with pneumonia, i can't breath easily.",4
1249120_19425875_83921823.wav,Musculoskeletal Pain,i have a pain in my elbow joint,3
1249120_19425875_91269142.wav,Respiratory and Ear Issues,The warming system of my house is broken and  feel so cold,4
1249120_20518958_100318950.wav,Respiratory and Ear Issues,I can`t stop coughing.,4
1249120_20518958_18405796.wav,Musculoskeletal Pain,i have shoulder pain after doing any home work.,3
1249120_20518958_19502200.wav,Respiratory and Ear Issues,I have a lot of mucus when I cough.,4
1249120_20518958_23954455.wav,Head and Neck Discomfort,When I stand up too quickly I feel as though I'm going to faint.,2
1249120_20518958_25092208.wav,Abdominal Pain and Weakness,I have pain in my colon and my stomach like something cutting it,0
1249120_20518958_28975888.wav,Wound Trauma,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",5
1249120_20518958_44861039.wav,Abdominal Pain and Weakness,Stomach pain after drinking milk,0
1249120_20518958_75755599.wav,Respiratory and Ear Issues,When I walk it's hard to breath.,4
1249120_20518958_82820035.wav,Musculoskeletal Pain,When I play football I have joint pain.,3
1249120_20518958_84401096.wav,Respiratory and Ear Issues,my temperature dropped and my body get synosed,4
1249120_20518958_89490366.wav,Abdominal Pain and Weakness,I feel so sore in my stomach area.,0
1249120_21665495_100132069.wav,Dermatological Issues,When i get up i see my skin vague,1
1249120_21665495_100639321.wav,Respiratory and Ear Issues,"I cough a lot when I smell perfume, what is wrong with my lungs?",4
1249120_21665495_109967936.wav,Respiratory and Ear Issues,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!",4
1249120_21665495_11046173.wav,Dermatological Issues,I have pimples on my back.,1
1249120_21665495_11109508.wav,Dermatological Issues,When I tried to take care if my hair I found that it is falling out,1
1249120_21665495_17611668.wav,Wound Trauma,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",5
1249120_21665495_23725677.wav,Head and Neck Discomfort,I feel lightheaded,2
1249120_21665495_26803481.wav,Respiratory and Ear Issues,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,4
1249120_21665495_37002363.wav,Head and Neck Discomfort,I noticed an important decrease in my vision when I try to look at things up close.,2
1249120_21665495_50475556.wav,Wound Trauma,I'm not feeling good I get infection wound,5
1249120_21665495_53956451.wav,Musculoskeletal Pain,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",3
1249120_21665495_55843557.wav,Wound Trauma,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",5
1249120_21665495_73969234.wav,Abdominal Pain and Weakness,I feel heart pain when I walk a lot,0
1249120_21665495_96333753.wav,Wound Trauma,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,5
1249120_2171654_40696122.wav,Wound Trauma,I had an accident and my wound was open when I arrived to hospital,5
1249120_2171654_67896312.wav,Head and Neck Discomfort,i was watching tv and suddenly have blurry vision,2
1249120_22345789_100681348.wav,Musculoskeletal Pain,I feel muscle pain every time I make an extra effort.,3
1249120_22345789_31539634.wav,Head and Neck Discomfort,I have a headache every time I eat ice cream,2
1249120_22345789_46921961.wav,Dermatological Issues,itch at front and center of scalp,1
1249120_22345789_57160058.wav,Dermatological Issues,Every time I comb my hair there are so many hair in my comb.,1
1249120_22345789_81720117.wav,Wound Trauma,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",5
1249120_22345789_95363140.wav,Head and Neck Discomfort,i was watching tv and suddenly have blurry vision,2
1249120_22423108_11537446.wav,Wound Trauma,I have an open wound in my arm,5
1249120_27392644_103554308.wav,Abdominal Pain and Weakness,"My body feels weak after my first day in the gym, why?",0
1249120_27392644_108937880.wav,Musculoskeletal Pain,When I play football I have joint pain.,3
1249120_27392644_64208392.wav,Wound Trauma,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,5
1249120_29289135_103741508.wav,Musculoskeletal Pain,My kneecap feels like it is grating bone on bone when I walk.,3
1249120_29289135_109412394.wav,Musculoskeletal Pain,I feel pain in my knee when I climb the stairs.,3
1249120_29289135_24451651.wav,Dermatological Issues,there is acne on my face,1
1249120_29289135_41248036.wav,Abdominal Pain and Weakness,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.",0
1249120_29289135_64421694.wav,Abdominal Pain and Weakness,"It's hard to stand up, and I'm moving very slowly",0
1249120_29289135_71086758.wav,Head and Neck Discomfort,my neck hurts me and i can't look down or up,2
1249120_29289135_76611999.wav,Wound Trauma,My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.,5
1249120_29289135_81567726.wav,Head and Neck Discomfort,I feel like the room is spinning,2
1249120_29289135_85089256.wav,Dermatological Issues,I lose a lot of my hair,1
1249120_29289135_85619300.wav,Musculoskeletal Pain,"Annoyance starts suddenly, often after an injury or exercise.",3
1249120_29289135_90436401.wav,Abdominal Pain and Weakness,I feel increased heart rate with prick,0
1249120_29289135_94207845.wav,Wound Trauma,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,5
1249120_29672643_10522271.wav,Head and Neck Discomfort,when i wake up in the morning i feel dizzy,2
1249120_29672643_22293597.wav,Respiratory and Ear Issues,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",4
1249120_29672643_49037674.wav,Wound Trauma,My kee is swallowing which indicates i have an infected wound,5
1249120_29672643_68612563.wav,Respiratory and Ear Issues,My lungs feel heavy like they are filled with mucus,4
1249120_29672643_71319921.wav,Dermatological Issues,I have pimples on my back.,1
1249120_29672643_77384102.wav,Head and Neck Discomfort,i have a migrain and i took panadol but it doesnÕt help,2
1249120_29672643_92986325.wav,Abdominal Pain and Weakness,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,0
1249120_29672643_93182875.wav,Abdominal Pain and Weakness,My body aches on the inside between my hips and shoulders.,0
1249120_29672643_94072729.wav,Dermatological Issues,I feel like l fell in hot water,1
1249120_29713479_22618609.wav,Musculoskeletal Pain,I feel a great pain in my shoulder joint and it does not go away,3
1249120_29713479_38088255.wav,Respiratory and Ear Issues,Have severe cold and cough,4
1249120_29713479_39617116.wav,Respiratory and Ear Issues,i have a problem in my middle ear made by infection,4
1249120_29713479_51627504.wav,Head and Neck Discomfort,When I stand I feel dizzy I do not know why,2
1249120_29713479_69443721.wav,Musculoskeletal Pain,My joints feel swollen,3
1249120_29713479_70648388.wav,Head and Neck Discomfort,My neck has been sore since the accident.,2
1249120_30766630_22746981.wav,Musculoskeletal Pain,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,3
1249120_30766630_42333637.wav,Wound Trauma,I'm not feeling good I get infection wound,5
1249120_30766630_45836275.wav,Wound Trauma,i'm injured i can't play sports,5
1249120_30766630_68687326.wav,Musculoskeletal Pain,I had a pain in my knee when I was swimming,3
1249120_30937687_103886595.wav,Dermatological Issues,I have found some issues in my skin and tried to use cream but it doesn't get better,1
1249120_30937687_38439738.wav,Respiratory and Ear Issues,I feel like I can hardly breathe unless I get what's in my lungs out,4
1249120_30937687_44523908.wav,Head and Neck Discomfort,"Every time I make an effort, I felt dizzy.",2
1249120_30937687_47602318.wav,Abdominal Pain and Weakness,I feel aching on my insides.,0
1249120_30937687_51661002.wav,Head and Neck Discomfort,my head hurts me badly,2
1249120_30937687_74893513.wav,Dermatological Issues,Every time it rains I get hives on my belly and sides.,1
1249120_30937687_91082635.wav,Head and Neck Discomfort,i have a migrain and i took panadol but it doesnÕt help,2
1249120_30937687_97096318.wav,Head and Neck Discomfort,I have a headache almost every day,2
1249120_31349958_25894019.wav,Wound Trauma,When I was young I had an injury from sports in my knee.,5
1249120_31349958_50259374.wav,Head and Neck Discomfort,i feel dizzy after severe diarrhea,2
1249120_31349958_61870485.wav,Abdominal Pain and Weakness,Oh my heart hurts me I tried to be calm and I can't,0
1249120_31349958_64601117.wav,Musculoskeletal Pain,"Annoyance starts suddenly, often after an injury or exercise.",3
1249120_31349958_65247456.wav,Musculoskeletal Pain,My arm hurts when I stretch,3
1249120_31349958_65948781.wav,Dermatological Issues,I used to have acne when I was 15 years old,1
1249120_31349958_97765614.wav,Abdominal Pain and Weakness,I have an internal pain I cannot describe,0
1249120_33251186_14376527.wav,Wound Trauma,When I played football I dislocated my shoulder,5
1249120_33251186_15717990.wav,Head and Neck Discomfort,When I stand up too quickly I start to feel dizzy and light-headed,2
1249120_33251186_23290841.wav,Musculoskeletal Pain,I feel joint pain every time I move,3
1249120_33251186_25308141.wav,Wound Trauma,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,5
1249120_33251186_32519448.wav,Abdominal Pain and Weakness,I have a pain internal,0
1249120_33251186_38544667.wav,Abdominal Pain and Weakness,I cannot breathe because of this dull ache below my left shoulder.,0
1249120_33251186_63532655.wav,Head and Neck Discomfort,stiffness inability to look right or left except by moving the whole body,2
1249120_33251186_66008404.wav,Abdominal Pain and Weakness,severe pain in the upper left side of chest and may have pain to back,0
1249120_33251186_68708248.wav,Musculoskeletal Pain,I had alot of exercise yesterday so i feel sharp muscle pains,3
1249120_33251186_69845893.wav,Dermatological Issues,there is a red stain in my skin,1
1249120_33251186_79405442.wav,Dermatological Issues,when i was washing my hair it was falling out heavily,1
1249120_33251186_83726667.wav,Musculoskeletal Pain,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,3
1249120_33251186_85072209.wav,Dermatological Issues,I have this strange rash on my arm.,1
1249120_33251186_85211000.wav,Abdominal Pain and Weakness,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,0
1249120_33251186_85387525.wav,Wound Trauma,My infected wound caused a fever,5
1249120_33251186_86514950.wav,Musculoskeletal Pain,It feels like someone stuck a knife into my shoulder,3
1249120_33251186_93637157.wav,Musculoskeletal Pain,My knees swell right below the knee cap and hurt when I put weight on them.,3
1249120_33251186_96113819.wav,Wound Trauma,my hand open wound got infected,5
1249120_33251186_96505093.wav,Musculoskeletal Pain,Why is my shoulder aching when I try to pick up the laundry?,3
1249120_33251186_99286295.wav,Head and Neck Discomfort,I have a headache every time I eat ice cream,2
1249120_33905644_11683431.wav,Respiratory and Ear Issues,I cannot get warm no matter how much I wrap up or how high I put the heating on,4
1249120_33905644_16597555.wav,Respiratory and Ear Issues,In the morning my respiration is loud.,4
1249120_33905644_30961284.wav,Musculoskeletal Pain,My shoulder hurts when I try to reach something above my head.,3
1249120_33905644_35140357.wav,Wound Trauma,My sore isn't healing well and it's been like this for two weeks.,5
1249120_33905644_38108566.wav,Head and Neck Discomfort,My head hurts in the back and the pain lasts all day.,2
1249120_33905644_45700723.wav,Respiratory and Ear Issues,My ear is ringing.,4
1249120_33905644_67285536.wav,Dermatological Issues,Is pimples a skin disease?,1
1249120_33905644_81666843.wav,Musculoskeletal Pain,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,3
1249120_35170334_16041086.wav,Respiratory and Ear Issues,i can hardly breathe,4
1249120_35170334_19302996.wav,Head and Neck Discomfort,My head is spinning when I get up.,2
1249120_35170334_68667704.wav,Abdominal Pain and Weakness,cramps along the whole abdomen,0
1249120_35197064_102422300.wav,Musculoskeletal Pain,It hurts when I raise my arm up,3
1249120_35197064_12239765.wav,Abdominal Pain and Weakness,I made lots and lots of analysis to know the main reason for my stomach ache,0
1249120_35197064_33300315.wav,Abdominal Pain and Weakness,"My body feels weak after my first day in the gym, why?",0
1249120_35197064_36127491.wav,Wound Trauma,My sore looks like its not healing well.,5
1249120_35197064_65220529.wav,Head and Neck Discomfort,I feel dizzy whenever I stand up.,2
1249120_35350617_101980727.wav,Abdominal Pain and Weakness,Oh my heart hurts me I tried to be calm and I can't,0
1249120_35350617_22752058.wav,Musculoskeletal Pain,My biceps started aching after I went to the gym,3
1249120_35350617_28713019.wav,Head and Neck Discomfort,"I have a blurry vision since I woke up this morning, what could be the reason?",2
1249120_35350617_44848001.wav,Respiratory and Ear Issues,I have difficulty in breathing in crowded places.,4
1249120_35350617_78898682.wav,Musculoskeletal Pain,Chronic bone disease at the level of the doubles of the lower Estremidades,3
1249120_35350617_80299909.wav,Wound Trauma,"i was playing basketball yesterday, i have sprained ankle",5
1249120_35408915_105209316.wav,Head and Neck Discomfort,My head gets dizzy when I try to get up.,2
1249120_35408915_17152178.wav,Musculoskeletal Pain,I feel a sharp pain in my ankle joint when I stand.,3
1249120_35408915_48231399.wav,Respiratory and Ear Issues,i feel cold,4
1249120_35408915_56618539.wav,Head and Neck Discomfort,"I have a blurry vision since I woke up this morning, what could be the reason?",2
1249120_35444693_100767125.wav,Musculoskeletal Pain,My knee catches and hurts when I first stand up after sitting.,3
1249120_35444693_104749267.wav,Abdominal Pain and Weakness,Sometimes my body feels week without reason,0
1249120_35444693_108468134.wav,Abdominal Pain and Weakness,"My heart hurts while I'm sad, why?",0
1249120_35444693_109723262.wav,Abdominal Pain and Weakness,i have a hard pain in my stomach,0
1249120_35444693_13036610.wav,Head and Neck Discomfort,I have a headache almost every day,2
1249120_35444693_13273249.wav,Respiratory and Ear Issues,Have severe cold and cough,4
1249120_35444693_14653416.wav,Dermatological Issues,I get big patches of irritated pimples on my back and they hurt.,1
1249120_35444693_24131151.wav,Wound Trauma,My kee is swallowing which indicates i have an infected wound,5
1249120_35444693_24322883.wav,Dermatological Issues,Is there a cure for acne?,1
1249120_35444693_25829212.wav,Musculoskeletal Pain,having difficulty moving my knee,3
1249120_35444693_36397548.wav,Respiratory and Ear Issues,I feel cold when the night comes,4
1249120_35444693_43228202.wav,Respiratory and Ear Issues,My chest hurts when I go to take a breath,4
1249120_35444693_49195384.wav,Wound Trauma,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,5
1249120_35444693_53152715.wav,Head and Neck Discomfort,i have a migrain and i took panadol but it doesnÕt help,2
1249120_35444693_54863137.wav,Musculoskeletal Pain,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,3
1249120_35444693_63043278.wav,Abdominal Pain and Weakness,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,0
1249120_35444693_64114695.wav,Musculoskeletal Pain,"i can't walk, my knee hurts me",3
1249120_35444693_68309312.wav,Musculoskeletal Pain,i feel that is great pain in my left shoulder,3
1249120_35444693_78735390.wav,Dermatological Issues,My hair always falls out and i have lost a lot of hair lately,1
1249120_35444693_78969700.wav,Respiratory and Ear Issues,i have a problem in my middle ear made by infection,4
1249120_35444693_87441321.wav,Respiratory and Ear Issues,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",4
1249120_35444693_93064712.wav,Respiratory and Ear Issues,i have severe dry cough,4
1249120_35444693_93474372.wav,Musculoskeletal Pain,i have pain like needles in my joints.,3
1249120_35444693_97258238.wav,Dermatological Issues,I feel like l fell in hot water,1
1249120_35448024_103587684.wav,Head and Neck Discomfort,"Every time I make an effort, I felt dizzy.",2
1249120_35448024_18499449.wav,Dermatological Issues,I have found some issues in my skin and tried to use cream but it doesn't get better,1
1249120_35448024_62876137.wav,Respiratory and Ear Issues,My body feels like it's in a refrigerator.,4
1249120_35448024_73878691.wav,Abdominal Pain and Weakness,I always feel like I have menstrual pains even if I don't have my period.,0
1249120_35832653_57235917.wav,Respiratory and Ear Issues,I have difficulty in breathing in crowded places.,4
1249120_36214391_103715548.wav,Abdominal Pain and Weakness,The severe pain in the stomach I feel,0
